Algorithm,Hari,Jam,Prodi,Kode_MK,Nama_MK,Jenis,Ruang,Dosen,Fitness,Heavy_Total,Light_Total,Feasible
COA,Mon,16,Pendidikan Teknologi Informasi,COM60052,Etika Profesi,lecture,F3.9,77,3.995844321905218e-06,250,259,False
COA,Tue,14,Pendidikan Teknologi Informasi,COM60052,Etika Profesi,lecture,F3.13,77,3.995844321905218e-06,250,259,False
COA,Wed,14,Pendidikan Teknologi Informasi,COM60052,Etika Profesi,lecture,F2.6,77,3.995844321905218e-06,250,259,False
COA,Wed,17,Pendidikan Teknologi Informasi,COM60052,Etika Profesi,lecture,F4.12,59,3.995844321905218e-06,250,259,False
COA,Fri,13,Pendidikan Teknologi Informasi,COM60052,Etika Profesi,lecture,F2.6,59,3.995844321905218e-06,250,259,False
COA,Wed,9,Pendidikan Teknologi Informasi,CIE61102,Filsafat Pendidikan dan Sains,lecture,F4.4,59,3.995844321905218e-06,250,259,False
COA,Wed,14,Pendidikan Teknologi Informasi,CIE61102,Filsafat Pendidikan dan Sains,lecture,F4.4,59,3.995844321905218e-06,250,259,False
COA,Thu,12,Pendidikan Teknologi Informasi,CIE61102,Filsafat Pendidikan dan Sains,lecture,F4.9,59,3.995844321905218e-06,250,259,False
COA,Tue,13,Pendidikan Teknologi Informasi,CIE61102,Filsafat Pendidikan dan Sains,lecture,F4.14,59,3.995844321905218e-06,250,259,False
COA,Fri,13,Pendidikan Teknologi Informasi,CIE61102,Filsafat Pendidikan dan Sains,lecture,F3.18,103,3.995844321905218e-06,250,259,False
COA,Wed,9,Pendidikan Teknologi Informasi,CIE61102,Filsafat Pendidikan dan Sains,lecture,F4.11,103,3.995844321905218e-06,250,259,False
COA,Wed,15,Pendidikan Teknologi Informasi,CIE61102,Filsafat Pendidikan dan Sains,lecture,F11.3,103,3.995844321905218e-06,250,259,False
COA,Fri,14,Pendidikan Teknologi Informasi,CIE61102,Filsafat Pendidikan dan Sains,lecture,F2.9,103,3.995844321905218e-06,250,259,False
COA,Fri,13,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F3.6,47,3.995844321905218e-06,250,259,False
COA,Wed,12,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F3.5a,47,3.995844321905218e-06,250,259,False
COA,Thu,15,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F4.2,47,3.995844321905218e-06,250,259,False
COA,Thu,12,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F3.4,4,3.995844321905218e-06,250,259,False
COA,Tue,8,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F3.1,4,3.995844321905218e-06,250,259,False
COA,Thu,17,Pendidikan Teknologi Informasi,CIE62401,Inovasi Digital Kompetitif,lecture,F3.4,4,3.995844321905218e-06,250,259,False
