iterasi,fitness,penalty,heavy_total,soft_total,feasible,execution_time_s
1,0.00000375,266790,262,479,False,4.3
2,0.00000375,266790,262,479,False,8.51
3,0.00000379,263870,259,487,False,12.96
4,0.00000379,263870,259,487,False,17.29
5,0.00000382,261920,257,492,False,21.55
6,0.00000383,260810,256,481,False,25.89
7,0.00000385,259710,255,471,False,30.21
8,0.00000385,259710,255,471,False,34.45
9,0.00000385,259710,255,471,False,38.76
10,0.00000385,259710,255,471,False,43.0
11,0.00000385,259710,255,471,False,47.22
12,0.00000385,259710,255,471,False,51.46
13,0.00000385,259710,255,471,False,55.77
14,0.00000385,259710,255,471,False,60.02
15,0.00000385,259710,255,471,False,64.32
16,0.00000385,259710,255,471,False,68.65
17,0.00000385,259710,255,471,False,72.87
18,0.00000385,259710,255,471,False,77.17
19,0.00000385,259710,255,471,False,81.41
20,0.00000385,259710,255,471,False,85.7
21,0.00000385,259710,255,471,False,89.92
22,0.00000385,259710,255,471,False,94.19
23,0.00000385,259710,255,471,False,98.43
24,0.00000385,259710,255,471,False,102.76
25,0.00000389,256760,252,476,False,106.97
26,0.00000389,256760,252,476,False,111.24
27,0.00000389,256760,252,476,False,115.54
28,0.00000389,256760,252,476,False,119.72
29,0.00000389,256760,252,476,False,123.94
30,0.00000389,256760,252,476,False,128.2
31,0.00000389,256760,252,476,False,132.4
32,0.00000389,256760,252,476,False,136.63
33,0.00000389,256760,252,476,False,140.9
34,0.00000389,256760,252,476,False,145.09
35,0.00000389,256760,252,476,False,149.36
36,0.00000389,256760,252,476,False,153.53
37,0.00000389,256760,252,476,False,157.8
38,0.00000401,249600,245,460,False,162.03
39,0.00000401,249600,245,460,False,166.3
40,0.00000401,249600,245,460,False,170.52
41,0.00000401,249600,245,460,False,174.82
42,0.00000401,249600,245,460,False,179.06
43,0.00000401,249600,245,460,False,183.3
44,0.00000401,249600,245,460,False,187.79
45,0.00000401,249600,245,460,False,192.03
46,0.00000401,249600,245,460,False,196.38
47,0.00000401,249600,245,460,False,200.68
48,0.00000401,249600,245,460,False,204.9
49,0.00000401,249600,245,460,False,209.12
50,0.00000401,249600,245,460,False,213.36
51,0.00000401,249600,245,460,False,217.65
52,0.00000401,249600,245,460,False,221.93
53,0.00000401,249600,245,460,False,226.17
54,0.00000401,249600,245,460,False,230.39
55,0.00000401,249600,245,460,False,234.7
56,0.00000401,249600,245,460,False,238.92
57,0.00000401,249600,245,460,False,243.16
58,0.00000401,249600,245,460,False,247.39
59,0.00000401,249600,245,460,False,251.64
60,0.00000401,249600,245,460,False,255.85
61,0.00000401,249600,245,460,False,260.09
62,0.00000401,249600,245,460,False,264.28
63,0.00000401,249600,245,460,False,268.53
64,0.00000401,249600,245,460,False,272.72
65,0.00000401,249600,245,460,False,277.17
66,0.00000401,249600,245,460,False,283.24
67,0.00000401,249600,245,460,False,288.26
68,0.00000401,249600,245,460,False,293.31
69,0.00000401,249600,245,460,False,298.17
70,0.00000401,249600,245,460,False,302.58
71,0.00000401,249600,245,460,False,307.0
72,0.00000401,249600,245,460,False,311.37
73,0.00000401,249600,245,460,False,315.78
74,0.00000401,249600,245,460,False,320.13
75,0.00000401,249600,245,460,False,324.69
76,0.00000401,249600,245,460,False,329.33
77,0.00000401,249600,245,460,False,333.87
78,0.00000401,249600,245,460,False,338.33
79,0.00000401,249600,245,460,False,342.77
80,0.00000401,249600,245,460,False,347.1
81,0.00000401,249600,245,460,False,351.45
82,0.00000401,249600,245,460,False,355.8
83,0.00000401,249600,245,460,False,360.21
84,0.00000401,249600,245,460,False,364.73
85,0.00000401,249600,245,460,False,369.18
86,0.00000401,249600,245,460,False,373.56
87,0.00000401,249600,245,460,False,378.12
88,0.00000401,249600,245,460,False,382.61
89,0.00000401,249600,245,460,False,387.05
90,0.00000401,249600,245,460,False,391.41
91,0.00000401,249600,245,460,False,395.79
92,0.00000401,249600,245,460,False,400.31
93,0.00000401,249600,245,460,False,404.98
94,0.00000401,249570,245,457,False,409.32
95,0.00000401,249570,245,457,False,413.7
96,0.00000401,249570,245,457,False,418.04
97,0.00000401,249570,245,457,False,422.44
98,0.00000401,249570,245,457,False,426.77
99,0.00000401,249570,245,457,False,431.15
100,0.00000401,249570,245,457,False,435.83
101,0.00000401,249570,245,457,False,440.57
102,0.00000401,249570,245,457,False,445.26
103,0.00000401,249570,245,457,False,450.26
104,0.00000401,249570,245,457,False,454.91
105,0.00000401,249570,245,457,False,459.88
106,0.00000401,249570,245,457,False,464.24
107,0.00000401,249570,245,457,False,468.64
108,0.00000401,249570,245,457,False,473.19
109,0.00000401,249570,245,457,False,477.6
110,0.00000401,249570,245,457,False,482.03
111,0.00000401,249570,245,457,False,486.4
112,0.00000401,249570,245,457,False,490.75
113,0.00000401,249570,245,457,False,495.23
114,0.00000401,249570,245,457,False,499.68
115,0.00000401,249570,245,457,False,504.06
116,0.00000401,249570,245,457,False,508.52
117,0.00000401,249570,245,457,False,512.93
118,0.00000401,249570,245,457,False,517.58
119,0.00000401,249570,245,457,False,521.92
120,0.00000401,249570,245,457,False,526.36
121,0.00000401,249570,245,457,False,530.72
122,0.00000401,249570,245,457,False,535.06
123,0.00000401,249570,245,457,False,539.39
124,0.00000401,249570,245,457,False,543.72
125,0.00000401,249570,245,457,False,548.08
126,0.00000401,249570,245,457,False,552.7
127,0.00000401,249570,245,457,False,557.09
128,0.00000401,249570,245,457,False,561.56
129,0.00000401,249570,245,457,False,565.98
130,0.00000401,249570,245,457,False,570.42
131,0.00000401,249570,245,457,False,574.89
132,0.00000401,249570,245,457,False,579.45
133,0.00000401,249570,245,457,False,583.94
134,0.00000401,249570,245,457,False,588.46
135,0.00000401,249570,245,457,False,592.92
136,0.00000401,249570,245,457,False,597.34
137,0.00000401,249570,245,457,False,601.95
138,0.00000401,249570,245,457,False,606.41
139,0.00000401,249570,245,457,False,610.75
140,0.00000401,249570,245,457,False,615.25
141,0.00000401,249570,245,457,False,619.73
142,0.00000401,249570,245,457,False,624.25
143,0.00000401,249570,245,457,False,629.01
144,0.00000401,249570,245,457,False,633.44
145,0.00000401,249570,245,457,False,637.83
146,0.00000401,249570,245,457,False,642.41
147,0.00000401,249570,245,457,False,646.82
148,0.00000401,249570,245,457,False,651.78
149,0.00000401,249570,245,457,False,656.53
150,0.00000401,249570,245,457,False,660.97
151,0.00000401,249570,245,457,False,665.38
152,0.00000403,247850,243,485,False,669.88
153,0.00000403,247850,243,485,False,674.46
154,0.00000403,247850,243,485,False,679.01
155,0.00000403,247850,243,485,False,683.75
156,0.00000403,247850,243,485,False,688.64
157,0.00000403,247850,243,485,False,693.5
158,0.00000403,247850,243,485,False,698.59
159,0.00000403,247850,243,485,False,703.81
160,0.00000403,247850,243,485,False,708.67
161,0.00000403,247850,243,485,False,714.35
162,0.00000403,247850,243,485,False,719.2
163,0.00000403,247850,243,485,False,723.7
164,0.00000403,247850,243,485,False,728.33
165,0.00000403,247850,243,485,False,733.37
166,0.00000403,247850,243,485,False,738.37
167,0.00000403,247850,243,485,False,743.43
168,0.00000404,247590,243,459,False,748.27
169,0.00000404,247590,243,459,False,753.56
170,0.00000404,247590,243,459,False,758.45
171,0.00000404,247590,243,459,False,763.2
172,0.00000404,247590,243,459,False,768.92
173,0.00000404,247590,243,459,False,776.19
174,0.00000404,247590,243,459,False,782.03
175,0.00000404,247590,243,459,False,788.4
176,0.00000404,247590,243,459,False,792.89
177,0.00000404,247590,243,459,False,798.17
178,0.00000404,247590,243,459,False,803.26
179,0.00000404,247590,243,459,False,808.3
180,0.00000404,247590,243,459,False,812.97
181,0.00000404,247590,243,459,False,817.53
182,0.00000404,247590,243,459,False,822.04
183,0.00000404,247590,243,459,False,826.6
184,0.00000404,247590,243,459,False,831.32
185,0.00000404,247590,243,459,False,836.07
186,0.00000404,247590,243,459,False,841.01
187,0.00000404,247590,243,459,False,846.42
188,0.00000404,247590,243,459,False,851.13
189,0.00000404,247590,243,459,False,856.61
190,0.00000404,247590,243,459,False,861.07
191,0.00000404,247590,243,459,False,865.61
192,0.00000404,247590,243,459,False,870.75
193,0.00000404,247590,243,459,False,875.53
194,0.00000404,247590,243,459,False,880.01
195,0.00000404,247590,243,459,False,885.04
196,0.00000404,247590,243,459,False,889.85
197,0.00000404,247590,243,459,False,894.77
198,0.00000404,247590,243,459,False,899.79
199,0.00000404,247590,243,459,False,904.59
200,0.00000404,247590,243,459,False,909.24
201,0.00000404,247590,243,459,False,914.12
202,0.00000404,247590,243,459,False,918.85
203,0.00000404,247590,243,459,False,924.53
204,0.00000404,247590,243,459,False,929.41
205,0.00000404,247590,243,459,False,934.21
206,0.00000404,247590,243,459,False,938.85
207,0.00000404,247590,243,459,False,943.73
208,0.00000404,247590,243,459,False,948.59
209,0.00000404,247590,243,459,False,953.68
210,0.00000404,247590,243,459,False,958.52
211,0.00000404,247590,243,459,False,962.98
212,0.00000404,247590,243,459,False,967.42
213,0.00000404,247590,243,459,False,971.92
214,0.00000404,247590,243,459,False,976.42
215,0.00000404,247590,243,459,False,981.03
216,0.00000404,247590,243,459,False,985.58
217,0.00000404,247590,243,459,False,990.61
218,0.00000404,247590,243,459,False,996.43
219,0.00000404,247590,243,459,False,1001.43
220,0.00000404,247590,243,459,False,1006.24
221,0.00000404,247590,243,459,False,1010.77
222,0.00000404,247590,243,459,False,1015.26
223,0.00000404,247590,243,459,False,1019.73
224,0.00000404,247590,243,459,False,1024.16
225,0.00000404,247590,243,459,False,1028.62
226,0.00000404,247590,243,459,False,1033.01
227,0.00000404,247590,243,459,False,1037.41
228,0.00000404,247590,243,459,False,1042.99
229,0.00000404,247590,243,459,False,1048.17
230,0.00000404,247590,243,459,False,1052.72
231,0.00000404,247590,243,459,False,1057.95
232,0.00000404,247590,243,459,False,1064.12
233,0.00000404,247590,243,459,False,1069.22
234,0.00000404,247590,243,459,False,1074.86
235,0.00000404,247590,243,459,False,1080.16
236,0.00000404,247590,243,459,False,1084.72
237,0.00000404,247590,243,459,False,1089.71
238,0.00000404,247590,243,459,False,1094.54
239,0.00000404,247590,243,459,False,1099.73
240,0.00000404,247590,243,459,False,1104.84
241,0.00000404,247590,243,459,False,1109.81
242,0.00000404,247590,243,459,False,1114.46
243,0.00000404,247590,243,459,False,1118.95
244,0.00000404,247590,243,459,False,1123.51
245,0.00000404,247590,243,459,False,1128.68
246,0.00000404,247590,243,459,False,1134.19
247,0.00000404,247590,243,459,False,1138.84
248,0.00000404,247590,243,459,False,1143.83
249,0.00000404,247590,243,459,False,1148.33
250,0.00000404,247590,243,459,False,1152.83
251,0.00000404,247590,243,459,False,1157.27
252,0.00000404,247590,243,459,False,1161.75
253,0.00000404,247590,243,459,False,1166.15
254,0.00000404,247590,243,459,False,1170.59
255,0.00000404,247590,243,459,False,1174.99
256,0.00000404,247590,243,459,False,1179.44
257,0.00000404,247590,243,459,False,1183.81
258,0.00000404,247590,243,459,False,1188.26
259,0.00000404,247590,243,459,False,1192.69
260,0.00000404,247590,243,459,False,1197.12
261,0.00000404,247590,243,459,False,1201.54
262,0.00000404,247590,243,459,False,1205.92
263,0.00000404,247590,243,459,False,1210.28
264,0.00000404,247590,243,459,False,1214.89
265,0.00000404,247590,243,459,False,1219.34
266,0.00000404,247590,243,459,False,1223.78
267,0.00000404,247590,243,459,False,1228.28
268,0.00000404,247590,243,459,False,1232.65
269,0.00000404,247590,243,459,False,1237.11
270,0.00000404,247590,243,459,False,1241.5
271,0.00000404,247590,243,459,False,1246.0
272,0.00000404,247590,243,459,False,1250.39
273,0.00000404,247590,243,459,False,1254.9
274,0.00000404,247590,243,459,False,1259.27
275,0.00000404,247590,243,459,False,1263.71
276,0.00000404,247590,243,459,False,1268.14
277,0.00000404,247590,243,459,False,1272.5
278,0.00000404,247590,243,459,False,1276.87
279,0.00000404,247590,243,459,False,1281.39
280,0.00000404,247590,243,459,False,1285.83
281,0.00000404,247590,243,459,False,1290.19
282,0.00000404,247590,243,459,False,1294.6
283,0.00000404,247590,243,459,False,1298.97
284,0.00000404,247590,243,459,False,1303.42
285,0.00000404,247590,243,459,False,1307.76
286,0.00000404,247590,243,459,False,1312.23
287,0.00000404,247590,243,459,False,1316.73
288,0.00000404,247590,243,459,False,1321.13
289,0.00000404,247590,243,459,False,1325.49
290,0.00000404,247590,243,459,False,1329.9
291,0.00000404,247590,243,459,False,1334.3
292,0.00000404,247590,243,459,False,1338.63
293,0.00000404,247590,243,459,False,1342.99
294,0.00000404,247590,243,459,False,1347.43
295,0.00000404,247590,243,459,False,1351.89
296,0.00000404,247590,243,459,False,1356.26
297,0.00000404,247590,243,459,False,1360.7
298,0.00000404,247590,243,459,False,1365.25
299,0.00000404,247590,243,459,False,1370.2
300,0.00000404,247590,243,459,False,1375.11
301,0.00000404,247590,243,459,False,1381.23
302,0.00000404,247590,243,459,False,1385.95
303,0.00000404,247590,243,459,False,1390.82
304,0.00000404,247590,243,459,False,1395.58
305,0.00000404,247590,243,459,False,1400.23
306,0.00000404,247590,243,459,False,1405.41
307,0.00000404,247590,243,459,False,1410.03
308,0.00000404,247590,243,459,False,1414.59
309,0.00000404,247590,243,459,False,1419.44
310,0.00000404,247590,243,459,False,1424.41
311,0.00000404,247590,243,459,False,1429.82
312,0.00000404,247590,243,459,False,1434.75
313,0.00000404,247590,243,459,False,1439.45
314,0.00000404,247590,243,459,False,1444.25
315,0.00000404,247590,243,459,False,1448.94
316,0.00000404,247590,243,459,False,1453.5
317,0.00000404,247590,243,459,False,1457.99
318,0.00000404,247590,243,459,False,1462.62
319,0.00000404,247590,243,459,False,1467.31
320,0.00000404,247590,243,459,False,1472.29
321,0.00000404,247590,243,459,False,1477.17
322,0.00000404,247590,243,459,False,1482.07
323,0.00000404,247590,243,459,False,1486.98
324,0.00000404,247590,243,459,False,1491.6
325,0.00000404,247590,243,459,False,1496.39
326,0.00000404,247590,243,459,False,1501.2
327,0.00000404,247590,243,459,False,1505.97
328,0.00000404,247590,243,459,False,1510.56
329,0.00000404,247590,243,459,False,1515.22
330,0.00000404,247590,243,459,False,1519.8
331,0.00000404,247590,243,459,False,1524.51
332,0.00000404,247590,243,459,False,1529.27
333,0.00000404,247590,243,459,False,1534.02
334,0.00000404,247590,243,459,False,1538.59
335,0.00000404,247590,243,459,False,1543.55
336,0.00000404,247590,243,459,False,1547.95
337,0.00000404,247590,243,459,False,1552.29
338,0.00000404,247590,243,459,False,1556.81
339,0.00000404,247590,243,459,False,1561.41
340,0.00000404,247590,243,459,False,1565.88
341,0.00000404,247590,243,459,False,1570.52
342,0.00000404,247590,243,459,False,1575.27
343,0.00000404,247590,243,459,False,1579.65
344,0.00000404,247590,243,459,False,1583.99
345,0.00000404,247590,243,459,False,1588.43
346,0.00000404,247590,243,459,False,1593.19
347,0.00000404,247590,243,459,False,1597.82
348,0.00000404,247590,243,459,False,1602.62
349,0.00000404,247590,243,459,False,1607.29
350,0.00000404,247590,243,459,False,1611.65
351,0.00000404,247590,243,459,False,1616.07
352,0.00000404,247590,243,459,False,1620.51
353,0.00000404,247590,243,459,False,1625.08
354,0.00000404,247590,243,459,False,1629.58
355,0.00000404,247590,243,459,False,1633.99
356,0.00000404,247590,243,459,False,1638.39
357,0.00000404,247590,243,459,False,1642.78
358,0.00000404,247590,243,459,False,1647.02
359,0.00000404,247590,243,459,False,1651.37
360,0.00000404,247590,243,459,False,1655.72
361,0.00000404,247590,243,459,False,1660.11
362,0.00000404,247590,243,459,False,1664.4
363,0.00000404,247590,243,459,False,1668.79
364,0.00000404,247590,243,459,False,1673.25
365,0.00000404,247590,243,459,False,1678.22
366,0.00000404,247590,243,459,False,1682.63
367,0.00000404,247590,243,459,False,1686.96
368,0.00000404,247590,243,459,False,1691.26
369,0.00000404,247590,243,459,False,1695.64
370,0.00000404,247590,243,459,False,1699.95
371,0.00000404,247590,243,459,False,1704.25
372,0.00000404,247590,243,459,False,1708.65
373,0.00000404,247590,243,459,False,1712.95
374,0.00000404,247590,243,459,False,1717.25
375,0.00000404,247590,243,459,False,1721.74
376,0.00000404,247590,243,459,False,1726.11
377,0.00000404,247590,243,459,False,1730.39
378,0.00000404,247590,243,459,False,1734.93
379,0.00000404,247590,243,459,False,1739.28
380,0.00000404,247590,243,459,False,1743.62
381,0.00000404,247590,243,459,False,1747.94
382,0.00000404,247590,243,459,False,1752.23
383,0.00000404,247590,243,459,False,1756.53
384,0.00000404,247590,243,459,False,1760.83
385,0.00000404,247590,243,459,False,1765.15
386,0.00000404,247590,243,459,False,1769.44
387,0.00000404,247590,243,459,False,1773.79
388,0.00000404,247590,243,459,False,1778.05
389,0.00000404,247590,243,459,False,1782.39
390,0.00000404,247590,243,459,False,1786.67
391,0.00000404,247590,243,459,False,1791.03
392,0.00000404,247590,243,459,False,1795.38
393,0.00000404,247590,243,459,False,1799.7
394,0.00000404,247590,243,459,False,1803.98
395,0.00000404,247590,243,459,False,1808.31
396,0.00000404,247590,243,459,False,1813.04
397,0.00000404,247590,243,459,False,1817.56
398,0.00000404,247590,243,459,False,1821.89
399,0.00000404,247590,243,459,False,1826.46
400,0.00000404,247590,243,459,False,1830.81
401,0.00000404,247590,243,459,False,1835.12
402,0.00000404,247590,243,459,False,1839.51
403,0.00000404,247590,243,459,False,1843.81
404,0.00000404,247590,243,459,False,1848.34
405,0.00000404,247590,243,459,False,1852.79
406,0.00000404,247590,243,459,False,1857.15
407,0.00000404,247590,243,459,False,1861.46
408,0.00000404,247590,243,459,False,1865.81
409,0.00000404,247590,243,459,False,1870.11
410,0.00000404,247590,243,459,False,1874.44
411,0.00000404,247590,243,459,False,1878.78
412,0.00000404,247590,243,459,False,1883.06
413,0.00000404,247590,243,459,False,1887.34
414,0.00000404,247590,243,459,False,1891.69
415,0.00000404,247590,243,459,False,1896.01
416,0.00000404,247590,243,459,False,1900.29
417,0.00000404,247590,243,459,False,1904.61
418,0.00000404,247590,243,459,False,1909.0
419,0.00000404,247590,243,459,False,1913.45
420,0.00000404,247590,243,459,False,1917.8
421,0.00000404,247590,243,459,False,1922.13
422,0.00000404,247590,243,459,False,1926.55
423,0.00000404,247590,243,459,False,1930.95
424,0.00000404,247590,243,459,False,1935.25
425,0.00000404,247590,243,459,False,1939.63
426,0.00000404,247590,243,459,False,1943.94
427,0.00000404,247590,243,459,False,1948.21
428,0.00000404,247590,243,459,False,1952.62
429,0.00000404,247590,243,459,False,1956.95
430,0.00000404,247590,243,459,False,1961.35
431,0.00000404,247590,243,459,False,1965.65
432,0.00000404,247590,243,459,False,1969.97
433,0.00000404,247590,243,459,False,1974.36
434,0.00000404,247590,243,459,False,1978.68
435,0.00000404,247590,243,459,False,1983.02
436,0.00000404,247590,243,459,False,1987.33
437,0.00000404,247590,243,459,False,1991.59
438,0.00000404,247590,243,459,False,1995.99
439,0.00000404,247590,243,459,False,2000.28
440,0.00000404,247590,243,459,False,2004.63
441,0.00000404,247590,243,459,False,2008.94
442,0.00000404,247590,243,459,False,2013.31
443,0.00000404,247590,243,459,False,2017.72
444,0.00000404,247590,243,459,False,2022.05
445,0.00000404,247590,243,459,False,2026.35
446,0.00000404,247590,243,459,False,2030.62
447,0.00000404,247590,243,459,False,2035.0
448,0.00000404,247590,243,459,False,2039.28
449,0.00000404,247590,243,459,False,2043.61
450,0.00000404,247590,243,459,False,2047.9
451,0.00000404,247590,243,459,False,2052.23
452,0.00000404,247590,243,459,False,2056.48
453,0.00000404,247590,243,459,False,2061.05
454,0.00000404,247590,243,459,False,2065.49
455,0.00000404,247590,243,459,False,2070.0
456,0.00000404,247590,243,459,False,2074.43
457,0.00000404,247590,243,459,False,2078.76
458,0.00000404,247590,243,459,False,2083.06
459,0.00000404,247590,243,459,False,2087.43
460,0.00000404,247590,243,459,False,2091.78
461,0.00000404,247590,243,459,False,2096.14
462,0.00000404,247590,243,459,False,2100.51
463,0.00000404,247590,243,459,False,2104.84
464,0.00000404,247590,243,459,False,2109.16
465,0.00000404,247590,243,459,False,2113.43
466,0.00000404,247590,243,459,False,2117.75
467,0.00000404,247590,243,459,False,2122.03
468,0.00000404,247590,243,459,False,2126.44
469,0.00000404,247590,243,459,False,2130.78
470,0.00000404,247590,243,459,False,2135.13
471,0.00000404,247590,243,459,False,2139.51
472,0.00000404,247590,243,459,False,2143.8
473,0.00000404,247590,243,459,False,2148.09
474,0.00000407,245840,241,484,False,2152.49
475,0.00000407,245840,241,484,False,2157.04
476,0.00000407,245840,241,484,False,2161.86
477,0.00000407,245840,241,484,False,2166.55
478,0.00000407,245840,241,484,False,2171.51
479,0.00000407,245840,241,484,False,2176.55
480,0.00000407,245840,241,484,False,2181.59
481,0.00000407,245840,241,484,False,2186.21
482,0.00000407,245840,241,484,False,2190.86
483,0.00000407,245840,241,484,False,2195.49
484,0.00000407,245840,241,484,False,2200.17
485,0.00000408,244890,240,489,False,2204.65
486,0.00000408,244890,240,489,False,2209.08
487,0.00000408,244890,240,489,False,2213.53
488,0.00000408,244890,240,489,False,2217.9
489,0.00000408,244890,240,489,False,2222.26
490,0.00000408,244890,240,489,False,2226.65
491,0.00000408,244890,240,489,False,2231.04
492,0.00000408,244890,240,489,False,2235.4
493,0.00000408,244890,240,489,False,2239.73
494,0.00000408,244890,240,489,False,2244.16
495,0.00000408,244890,240,489,False,2248.5
496,0.00000408,244890,240,489,False,2252.88
497,0.00000408,244890,240,489,False,2257.19
498,0.00000408,244890,240,489,False,2261.58
499,0.00000408,244890,240,489,False,2265.92
500,0.00000408,244890,240,489,False,2270.32
