iterasi,fitness,penalty,heavy_total,soft_total,feasible,execution_time_s
1,0.00000393,254650,250,465,False,4.11
2,0.00000403,248410,244,441,False,7.64
3,0.00000443,225640,221,464,False,11.1
4,0.00000491,203570,199,457,False,14.31
5,0.00000493,202740,198,474,False,17.18
6,0.00000507,197420,193,442,False,20.08
7,0.00000507,197420,193,442,False,22.93
8,0.00000507,197420,193,442,False,25.62
9,0.00000507,197420,193,442,False,28.39
10,0.00000511,195690,191,469,False,31.15
11,0.00000519,192610,188,461,False,33.94
12,0.00000519,192610,188,461,False,36.58
13,0.00000519,192610,188,461,False,39.27
14,0.00000519,192610,188,461,False,42.96
15,0.00000519,192610,188,461,False,46.19
16,0.00000519,192610,188,461,False,49.12
17,0.00000519,192610,188,461,False,52.03
18,0.00000519,192610,188,461,False,54.9
19,0.00000521,191850,187,485,False,57.82
20,0.00000521,191850,187,485,False,60.83
21,0.00000536,186550,182,455,False,63.43
22,0.00000536,186550,182,455,False,65.97
23,0.00000536,186550,182,455,False,68.6
24,0.00000536,186550,182,455,False,71.15
25,0.00000539,185660,181,466,False,73.75
26,0.00000557,179670,175,467,False,76.31
27,0.00000557,179670,175,467,False,79.08
28,0.00000557,179670,175,467,False,81.68
29,0.00000557,179670,175,467,False,84.32
30,0.00000557,179670,175,467,False,87.04
31,0.00000570,175580,171,458,False,89.79
32,0.00000570,175580,171,458,False,92.52
33,0.00000570,175580,171,458,False,95.38
34,0.00000570,175580,171,458,False,98.26
35,0.00000570,175580,171,458,False,100.89
36,0.00000570,175580,171,458,False,103.61
37,0.00000570,175580,171,458,False,106.3
38,0.00000570,175580,171,458,False,109.09
39,0.00000570,175580,171,458,False,111.72
40,0.00000570,175580,171,458,False,114.36
41,0.00000570,175580,171,458,False,117.13
42,0.00000570,175580,171,458,False,119.65
43,0.00000570,175580,171,458,False,122.21
44,0.00000570,175580,171,458,False,124.71
45,0.00000570,175580,171,458,False,127.24
46,0.00000570,175580,171,458,False,129.9
47,0.00000570,175580,171,458,False,132.48
48,0.00000570,175580,171,458,False,135.13
49,0.00000570,175580,171,458,False,138.62
50,0.00000570,175580,171,458,False,141.51
51,0.00000570,175580,171,458,False,144.63
52,0.00000570,175580,171,458,False,147.5
53,0.00000570,175580,171,458,False,150.45
54,0.00000570,175580,171,458,False,153.23
55,0.00000570,175580,171,458,False,156.1
56,0.00000570,175580,171,458,False,159.07
57,0.00000570,175500,171,450,False,161.92
58,0.00000570,175500,171,450,False,164.61
59,0.00000570,175500,171,450,False,167.59
60,0.00000570,175500,171,450,False,170.23
61,0.00000570,175500,171,450,False,173.31
62,0.00000570,175500,171,450,False,176.74
63,0.00000570,175500,171,450,False,180.29
64,0.00000570,175500,171,450,False,183.64
65,0.00000570,175500,171,450,False,186.63
66,0.00000570,175500,171,450,False,189.49
67,0.00000570,175500,171,450,False,192.66
68,0.00000570,175500,171,450,False,195.85
69,0.00000576,173690,169,469,False,198.55
70,0.00000576,173690,169,469,False,201.2
71,0.00000576,173690,169,469,False,203.96
72,0.00000576,173690,169,469,False,207.24
73,0.00000576,173690,169,469,False,210.37
74,0.00000576,173690,169,469,False,213.19
75,0.00000583,171580,167,458,False,216.02
76,0.00000583,171580,167,458,False,218.79
77,0.00000583,171580,167,458,False,221.8
78,0.00000583,171580,167,458,False,224.69
79,0.00000583,171580,167,458,False,227.32
80,0.00000583,171580,167,458,False,230.2
81,0.00000583,171580,167,458,False,232.91
82,0.00000583,171580,167,458,False,235.83
83,0.00000583,171580,167,458,False,238.84
84,0.00000587,170320,166,432,False,241.76
85,0.00000587,170320,166,432,False,244.63
86,0.00000587,170320,166,432,False,247.38
87,0.00000587,170320,166,432,False,250.3
88,0.00000587,170320,166,432,False,252.99
89,0.00000587,170320,166,432,False,255.34
90,0.00000587,170320,166,432,False,257.76
91,0.00000587,170320,166,432,False,260.14
92,0.00000587,170320,166,432,False,262.58
93,0.00000587,170320,166,432,False,265.01
94,0.00000587,170320,166,432,False,267.7
95,0.00000587,170320,166,432,False,270.32
96,0.00000587,170320,166,432,False,273.05
97,0.00000587,170320,166,432,False,275.66
98,0.00000587,170320,166,432,False,278.37
99,0.00000587,170320,166,432,False,280.93
100,0.00000587,170320,166,432,False,283.74
