iterasi,fitness,penalty,heavy_total,soft_total,feasible,execution_time_s
1,262750.00000000,262750,258,475,False,3.69
2,258790.00000000,258790,254,479,False,7.39
3,258790.00000000,258790,254,479,False,11.07
4,258790.00000000,258790,254,479,False,15.01
5,257930.00000000,257930,253,493,False,19.15
6,257930.00000000,257930,253,493,False,22.85
7,257930.00000000,257930,253,493,False,26.82
8,257930.00000000,257930,253,493,False,30.55
9,257930.00000000,257930,253,493,False,34.6
10,257930.00000000,257930,253,493,False,38.8
11,257930.00000000,257930,253,493,False,42.26
12,253840.00000000,253840,249,484,False,45.27
13,253840.00000000,253840,249,484,False,48.24
14,253840.00000000,253840,249,484,False,51.36
15,253840.00000000,253840,249,484,False,54.7
16,253840.00000000,253840,249,484,False,57.99
17,253840.00000000,253840,249,484,False,61.03
18,253840.00000000,253840,249,484,False,64.01
19,253840.00000000,253840,249,484,False,67.01
20,253840.00000000,253840,249,484,False,69.97
21,253840.00000000,253840,249,484,False,73.1
22,253840.00000000,253840,249,484,False,76.37
23,253840.00000000,253840,249,484,False,79.55
24,253840.00000000,253840,249,484,False,84.43
25,252970.00000000,252970,248,497,False,88.05
26,252970.00000000,252970,248,497,False,91.9
27,252970.00000000,252970,248,497,False,96.02
28,252970.00000000,252970,248,497,False,99.72
29,252970.00000000,252970,248,497,False,103.72
30,252970.00000000,252970,248,497,False,107.99
31,252970.00000000,252970,248,497,False,112.0
32,252970.00000000,252970,248,497,False,115.79
33,252970.00000000,252970,248,497,False,119.81
34,252970.00000000,252970,248,497,False,123.69
