Hari,Jam_Mulai,Jam_Selesai,Prodi,Kode_MK,Kelas,Nama_MK,Jenis,Ruang,Gedung,Lantai,Tipe_Ruang,Dosen,Dosen_Berminat,SKS,Kewajiban,Feasible
Mon,07:50,08:40,Sistem Informasi,CIS61102,D,Infrastruktur Teknologi Informasi,lecture,F3.3,F,3,Kelas,17,True,2,1,False
Mon,07:50,08:40,Sistem Informasi,COM60052,B,Etika Profesi,lecture,F3.6,F,3,Kelas,4,True,2,1,False
Mon,07:50,08:40,Pendidikan Teknologi Informasi,COM60014,B,Pemrograman Dasar,lecture,F3.7a,F,3,Kelas,65,False,5,1,False
Mon,07:50,08:40,Sistem Informasi,COM60061,B,Capstone Project,lecture,F3.8,F,3,Kelas,40,True,3,1,False
Mon,07:50,08:40,Pendidikan Teknologi Informasi,CSD60708,D,Penambangan Data,lecture,F4.3,F,4,Kelas,102,True,3,1,False
Mon,07:50,08:40,Sistem Informasi,COM60051,C,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F4.5,F,4,Kelas,100,True,3,1,False
Mon,07:50,08:40,Pendidikan Teknologi Informasi,CIE61205,D,Pemrograman Web,practicum,G1.4,G,1,Lab,82,True,3,1,False
Mon,07:50,08:40,Sistem Informasi,CIS61108,D,Rekayasa Sistem Informasi,practicum,G1.6,G,1,Lab,67,True,5,1,False
Mon,07:50,08:40,Teknologi Informasi,CSD60710,A,Sistem Informasi Geografis,practicum,G1.7,G,1,Lab,11,True,3,0,False
Mon,07:50,08:40,Teknologi Informasi,CSD60705,D,Pemrograman SQL,practicum,G1.8,G,1,Lab,91,True,3,1,False
Mon,08:40,09:30,Pendidikan Teknologi Informasi,CIE62204,A,Paradigma Sistem,lecture,F11.3,F,11,Kelas,6,True,2,1,False
Mon,08:40,09:30,Teknologi Informasi,CIT60036,A,Teknologi Berbasis Cloud,lecture,F3.10,F,3,Kelas,104,True,3,0,False
Mon,08:40,09:30,Teknologi Informasi,CIT61016,B,Data Sains,lecture,F3.11,F,3,Kelas,15,True,3,1,False
Mon,08:40,09:30,Teknologi Informasi,COM60015,C,Matematika Diskret,lecture,F3.12,F,3,Kelas,100,True,2,1,False
Mon,08:40,09:30,Pendidikan Teknologi Informasi,CIE61109,A,Pembelajaran Mikro,lecture,F3.13,F,3,Kelas,39,True,3,1,False
Mon,08:40,09:30,Sistem Informasi,COM60051,D,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F3.3,F,3,Kelas,87,True,3,1,False
Mon,08:40,09:30,Sistem Informasi,CIS61112,B,Dasar Manajemen Proyek,lecture,F3.5a,F,3,Kelas,76,True,2,1,False
Mon,08:40,09:30,Teknologi Informasi,CIT60042,A,Teknologi Blockchain dan Platform Keuangan Digital,lecture,F3.8,F,3,Kelas,47,True,2,0,False
Mon,08:40,09:30,Teknologi Informasi,COM60051,A,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F4.10,F,4,Kelas,103,True,3,1,False
Mon,08:40,09:30,Pendidikan Teknologi Informasi,CIE61101,B,Perkembangan Peserta Didik,lecture,F4.12,F,4,Kelas,59,True,3,1,False
Mon,08:40,09:30,Sistem Informasi,CSD60704,A,Desain Basis Data,lecture,F4.13,F,4,Kelas,108,True,2,1,False
Mon,08:40,09:30,Pendidikan Teknologi Informasi,CIE61205,B,Pemrograman Web,practicum,G1.7,G,1,Lab,75,True,3,1,False
Mon,08:40,09:30,Sistem Informasi,CSD60706,C,Administrasi Basis Data,practicum,G1.8,G,1,Lab,102,True,3,1,False
Mon,08:40,09:30,Sistem Informasi,CSD60705,C,Pemrograman SQL,practicum,G1.9,G,1,Lab,22,True,3,1,False
Mon,09:30,10:20,Pendidikan Teknologi Informasi,COM60014,C,Pemrograman Dasar,lecture,F2.5,F,2,Kelas,67,True,5,1,False
Mon,09:30,10:20,Pendidikan Teknologi Informasi,CIE61110,D,Perancangan Pembelajaran,lecture,F2.8,F,2,Kelas,58,False,3,1,False
Mon,09:30,10:20,Pendidikan Teknologi Informasi,CIE61112,D,Pengenalan Lapangan Persekolahan 2,lecture,F3.12,F,3,Kelas,59,True,3,1,False
Mon,09:30,10:20,Pendidikan Teknologi Informasi,CIE61103,B,Komunikasi dan Teknologi Pendidikan,lecture,F3.15,F,3,Kelas,39,True,3,1,False
Mon,09:30,10:20,Teknologi Informasi,COM60011,C,Arsitektur dan Organisasi Komputer,lecture,F3.17,F,3,Kelas,103,True,2,1,False
Mon,09:30,10:20,Pendidikan Teknologi Informasi,CSD60701,A,Manajemen Layanan Teknologi Informasi,lecture,F3.18,F,3,Kelas,108,True,3,0,False
Mon,09:30,10:20,Sistem Informasi,CIS60101,A,Perkembangan dan Tren Teknologi Digital,lecture,F3.3,F,3,Kelas,87,True,2,0,False
Mon,09:30,10:20,Pendidikan Teknologi Informasi,CIE61403,A,Paradigma Berpikir Sistem dan Desain,lecture,F3.7a,F,3,Kelas,47,True,3,0,False
Mon,09:30,10:20,Sistem Informasi,CIS61106,C,Keamanan dan Privasi Data,lecture,F4.10,F,4,Kelas,17,True,2,1,False
Mon,09:30,10:20,Sistem Informasi,CIS61108,C,Rekayasa Sistem Informasi,lecture,F4.7,F,4,Kelas,4,True,5,1,False
Mon,09:30,10:20,Sistem Informasi,CSD60702,A,Sistem Pendukung Keputusan,lecture,F4.9,F,4,Kelas,29,True,3,0,False
Mon,09:30,10:20,Sistem Informasi,CSD60706,D,Administrasi Basis Data,practicum,G1.2,G,1,Lab,91,True,3,1,False
Mon,09:30,10:20,Pendidikan Teknologi Informasi,CIE61208,C,Basis Data,practicum,G1.6,G,1,Lab,102,True,3,1,False
Mon,09:30,10:20,Sistem Informasi,CSD60706,A,Administrasi Basis Data,practicum,G1.9,G,1,Lab,75,True,3,1,False
Mon,10:20,11:10,Pendidikan Teknologi Informasi,CIE61110,C,Perancangan Pembelajaran,lecture,F11.1,F,11,Kelas,39,True,3,1,False
Mon,10:20,11:10,Sistem Informasi,CSD60706,C,Administrasi Basis Data,lecture,F11.3,F,11,Kelas,102,True,3,1,False
Mon,10:20,11:10,Sistem Informasi,CSD60712,A,Probabilitas dan Statistika,lecture,F3.10,F,3,Kelas,83,True,3,1,False
Mon,10:20,11:10,Sistem Informasi,COM60061,D,Capstone Project,lecture,F3.15,F,3,Kelas,4,True,3,1,False
Mon,10:20,11:10,Teknologi Informasi,CSD60704,C,Desain Basis Data,lecture,F3.9,F,3,Kelas,91,True,2,1,False
Mon,10:20,11:10,Pendidikan Teknologi Informasi,CIE61402,A,Paradigma Berpikir Komputasi,lecture,F4.10,F,4,Kelas,47,True,3,0,False
Mon,10:20,11:10,Pendidikan Teknologi Informasi,COM60014,C,Pemrograman Dasar,practicum,G1.3,G,1,Lab,67,True,5,1,False
Mon,11:10,12:00,Pendidikan Teknologi Informasi,CIE61108,B,Penilaian Hasil Belajar,lecture,F2.4,F,2,Kelas,100,True,3,1,False
Mon,11:10,12:00,Sistem Informasi,CIS61128,A,Keamanan Jaringan dan Siber,lecture,F3.17,F,3,Kelas,17,True,3,0,False
Mon,11:10,12:00,Teknologi Informasi,COM60052,A,Etika Profesi,lecture,F3.6,F,3,Kelas,4,True,2,1,False
Mon,11:10,12:00,Sistem Informasi,CIS61108,D,Rekayasa Sistem Informasi,lecture,F3.7b,F,3,Kelas,67,True,5,1,False
Mon,11:10,12:00,Sistem Informasi,CIS61124,A,Pengembangan Gim,lecture,F4.12,F,4,Kelas,103,True,2,0,False
Mon,11:10,12:00,Sistem Informasi,COM60016,D,Pengantar Keilmuan Komputer,lecture,F4.14,F,4,Kelas,90,True,2,1,False
Mon,11:10,12:00,Pendidikan Teknologi Informasi,CIE61101,B,Perkembangan Peserta Didik,lecture,F4.3,F,4,Kelas,59,True,3,1,False
Mon,11:10,12:00,Sistem Informasi,CIS61110,A,Pengembangan Aplikasi Mobile,lecture,F4.4,F,4,Kelas,75,True,3,1,False
Mon,11:10,12:00,Pendidikan Teknologi Informasi,COM60016,D,Pengantar Keilmuan Komputer,lecture,F4.5,F,4,Kelas,108,True,2,1,False
Mon,11:10,12:00,Pendidikan Teknologi Informasi,UBU60003,A,Kewirausahaan,lecture,F4.6,F,4,Kelas,62,True,2,1,False
Mon,11:10,12:00,Teknologi Informasi,COM60016,D,Pengantar Keilmuan Komputer,lecture,F4.7,F,4,Kelas,102,True,2,1,False
Mon,11:10,12:00,Pendidikan Teknologi Informasi,CIE61208,A,Basis Data,practicum,G1.4,G,1,Lab,60,True,3,1,False
Mon,12:00,12:50,Pendidikan Teknologi Informasi,COM60051,D,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F2.1,F,2,Kelas,100,True,3,1,False
Mon,12:00,12:50,Sistem Informasi,CSD60711,D,Perancangan Pengalaman Pengguna,lecture,F2.6,F,2,Kelas,47,True,3,1,False
Mon,12:00,12:50,Teknologi Informasi,COM60014,C,Pemrograman Dasar,lecture,F3.10,F,3,Kelas,67,True,5,1,False
Mon,12:00,12:50,Teknologi Informasi,COM60011,A,Arsitektur dan Organisasi Komputer,lecture,F3.11,F,3,Kelas,103,True,2,1,False
Mon,12:00,12:50,Sistem Informasi,COM60061,C,Capstone Project,lecture,F3.3,F,3,Kelas,108,True,3,1,False
Mon,12:00,12:50,Pendidikan Teknologi Informasi,CSD60708,B,Penambangan Data,lecture,F3.5a,F,3,Kelas,102,True,3,1,False
Mon,12:00,12:50,Sistem Informasi,COM60052,A,Etika Profesi,lecture,F3.6,F,3,Kelas,4,True,2,1,False
Mon,12:00,12:50,Pendidikan Teknologi Informasi,CIE61103,B,Komunikasi dan Teknologi Pendidikan,lecture,F3.7b,F,3,Kelas,39,True,3,1,False
Mon,12:00,12:50,Teknologi Informasi,CSD60704,A,Desain Basis Data,lecture,F4.12,F,4,Kelas,73,True,2,1,False
Mon,12:00,12:50,Pendidikan Teknologi Informasi,CIE61205,A,Pemrograman Web,lecture,F4.2,F,4,Kelas,82,True,3,1,False
Mon,12:00,12:50,Pendidikan Teknologi Informasi,CIE61102,C,Filsafat Pendidikan dan Sains,lecture,F4.6,F,4,Kelas,59,True,4,1,False
Mon,12:00,12:50,Sistem Informasi,CIS61110,A,Pengembangan Aplikasi Mobile,lecture,F4.7,F,4,Kelas,75,True,3,1,False
Mon,12:00,12:50,Teknologi Informasi,COM60061,A,Capstone Project,lecture,F4.9,F,4,Kelas,14,True,3,1,False
Mon,12:50,13:40,Teknologi Informasi,CSD60704,D,Desain Basis Data,lecture,F11.1,F,11,Kelas,102,True,2,1,False
Mon,12:50,13:40,Sistem Informasi,CIS61119,A,Manajemen Risiko dan Kontrol Sistem Informasi,lecture,F2.5,F,2,Kelas,6,True,2,0,False
Mon,12:50,13:40,Teknologi Informasi,COM60052,C,Etika Profesi,lecture,F2.8,F,2,Kelas,96,True,2,1,False
Mon,12:50,13:40,Teknologi Informasi,CSD60703,B,Tata Kelola Teknologi Informasi,lecture,F2.9,F,2,Kelas,15,True,3,1,False
Mon,12:50,13:40,Sistem Informasi,CIS61115,D,Komunikasi Profesional,lecture,F3.11,F,3,Kelas,87,True,2,1,False
Mon,12:50,13:40,Sistem Informasi,CSD60706,B,Administrasi Basis Data,lecture,F3.2,F,3,Kelas,91,True,3,1,False
Mon,12:50,13:40,Sistem Informasi,CSD60704,B,Desain Basis Data,lecture,F3.9,F,3,Kelas,72,True,2,1,False
Mon,12:50,13:40,Sistem Informasi,CIS61112,B,Dasar Manajemen Proyek,lecture,F4.11,F,4,Kelas,76,True,2,1,False
Mon,12:50,13:40,Sistem Informasi,CIS61108,C,Rekayasa Sistem Informasi,lecture,F4.5,F,4,Kelas,4,True,5,1,False
Mon,12:50,13:40,Pendidikan Teknologi Informasi,COM60051,C,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F4.6,F,4,Kelas,100,True,3,1,False
Mon,12:50,13:40,Pendidikan Teknologi Informasi,CIE61109,B,Pembelajaran Mikro,practicum,G1.2,G,1,Lab,39,True,3,1,False
Mon,13:40,14:30,Sistem Informasi,CSD60712,D,Probabilitas dan Statistika,lecture,F11.1,F,11,Kelas,87,True,3,1,False
Mon,13:40,14:30,Teknologi Informasi,CIT62003,A,Dasar Pengembangan Sistem informasi,lecture,F11.4,F,11,Kelas,67,True,3,1,False
Mon,13:40,14:30,Pendidikan Teknologi Informasi,CIE61108,A,Penilaian Hasil Belajar,lecture,F2.1,F,2,Kelas,100,True,3,1,False
Mon,13:40,14:30,Pendidikan Teknologi Informasi,COM60014,A,Pemrograman Dasar,lecture,F2.6,F,2,Kelas,91,True,5,1,False
Mon,13:40,14:30,Sistem Informasi,CIS60106,A,Sistem Informasi Berkelanjutan,lecture,F3.10,F,3,Kelas,53,True,2,0,False
Mon,13:40,14:30,Sistem Informasi,CSD60703,A,Tata Kelola Teknologi Informasi,lecture,F3.11,F,3,Kelas,108,True,3,1,False
Mon,13:40,14:30,Sistem Informasi,CSD60707,A,Big Data dan Analitik,lecture,F3.12,F,3,Kelas,20,True,2,0,False
Mon,13:40,14:30,Pendidikan Teknologi Informasi,CIE61103,D,Komunikasi dan Teknologi Pendidikan,lecture,F3.15,F,3,Kelas,103,True,3,1,False
Mon,13:40,14:30,Sistem Informasi,COM60014,D,Pemrograman Dasar,lecture,F3.5a,F,3,Kelas,76,True,5,1,False
Mon,13:40,14:30,Teknologi Informasi,CSD60703,B,Tata Kelola Teknologi Informasi,lecture,F3.6,F,3,Kelas,15,True,3,1,False
Mon,13:40,14:30,Teknologi Informasi,CIT61026,D,Internet of Things,lecture,F3.7a,F,3,Kelas,17,True,4,1,False
Mon,13:40,14:30,Sistem Informasi,CIS61107,C,Manajemen Produk,lecture,F4.13,F,4,Kelas,47,True,3,1,False
Mon,13:40,14:30,Sistem Informasi,CSD60711,A,Perancangan Pengalaman Pengguna,lecture,F4.9,F,4,Kelas,4,True,3,1,False
Mon,13:40,14:30,Pendidikan Teknologi Informasi,CIE61109,C,Pembelajaran Mikro,practicum,G1.8,G,1,Lab,39,True,3,1,False
Mon,14:30,15:20,Pendidikan Teknologi Informasi,CIE61103,B,Komunikasi dan Teknologi Pendidikan,lecture,F2.2,F,2,Kelas,39,True,3,1,False
Mon,14:30,15:20,Pendidikan Teknologi Informasi,CIE61102,A,Filsafat Pendidikan dan Sains,lecture,F2.5,F,2,Kelas,59,True,4,1,False
Mon,14:30,15:20,Sistem Informasi,CSD60711,C,Perancangan Pengalaman Pengguna,lecture,F3.16,F,3,Kelas,62,True,3,1,False
Mon,14:30,15:20,Sistem Informasi,CIS61113,D,Sistem Enterprise,lecture,F3.2,F,3,Kelas,76,True,3,1,False
Mon,14:30,15:20,Pendidikan Teknologi Informasi,CSD60701,A,Manajemen Layanan Teknologi Informasi,lecture,F4.11,F,4,Kelas,108,True,3,0,False
Mon,14:30,15:20,Sistem Informasi,CIS61106,B,Keamanan dan Privasi Data,lecture,F4.13,F,4,Kelas,17,True,2,1,False
Mon,14:30,15:20,Sistem Informasi,CSD60706,B,Administrasi Basis Data,practicum,G1.3,G,1,Lab,91,True,3,1,False
Mon,14:30,15:20,Pendidikan Teknologi Informasi,CIE61206,B,Jaringan Komputer,practicum,G1.9,G,1,Lab,75,True,3,1,False
Mon,15:20,16:10,Sistem Informasi,CSD60703,C,Tata Kelola Teknologi Informasi,lecture,F2.2,F,2,Kelas,6,True,3,1,False
Mon,15:20,16:10,Teknologi Informasi,CIT61015,C,Jaringan Komputer,lecture,F2.4,F,2,Kelas,79,True,4,1,False
Mon,15:20,16:10,Teknologi Informasi,CIT61021,A,Data Warehouse,lecture,F2.6,F,2,Kelas,16,True,3,0,False
Mon,15:20,16:10,Sistem Informasi,CIS61107,B,Manajemen Produk,lecture,F3.1,F,3,Kelas,47,True,3,1,False
Mon,15:20,16:10,Sistem Informasi,COM60061,A,Capstone Project,lecture,F3.10,F,3,Kelas,87,True,3,1,False
Mon,15:20,16:10,Sistem Informasi,COM60061,D,Capstone Project,lecture,F3.13,F,3,Kelas,4,True,3,1,False
Mon,15:20,16:10,Sistem Informasi,CIS61107,A,Manajemen Produk,lecture,F3.14,F,3,Kelas,60,True,3,1,False
Mon,15:20,16:10,Sistem Informasi,CSD60705,D,Pemrograman SQL,lecture,F3.15,F,3,Kelas,91,True,3,1,False
Mon,15:20,16:10,Sistem Informasi,CIS61111,D,Sistem Informasi berbasis Kecerdasan Buatan,lecture,F3.5b,F,3,Kelas,89,True,2,1,False
Mon,15:20,16:10,Pendidikan Teknologi Informasi,CIE61102,C,Filsafat Pendidikan dan Sains,lecture,F3.7b,F,3,Kelas,59,True,4,1,False
Mon,15:20,16:10,Sistem Informasi,CIS60102,A,Pengembangan Aplikasi Multiplatform,lecture,F3.8,F,3,Kelas,1,True,2,0,False
Mon,15:20,16:10,Teknologi Informasi,COM60015,D,Matematika Diskret,lecture,F4.10,F,4,Kelas,103,True,2,1,False
Mon,15:20,16:10,Teknologi Informasi,CSD60703,C,Tata Kelola Teknologi Informasi,lecture,F4.6,F,4,Kelas,15,True,3,1,False
Mon,15:20,16:10,Pendidikan Teknologi Informasi,COM60051,B,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F4.7,F,4,Kelas,100,True,3,1,False
Mon,15:20,16:10,Sistem Informasi,CIS61108,A,Rekayasa Sistem Informasi,practicum,G1.4,G,1,Lab,108,True,5,1,False
Mon,15:20,16:10,Teknologi Informasi,CIT62003,B,Dasar Pengembangan Sistem informasi,practicum,G1.5,G,1,Lab,31,True,3,1,False
Mon,15:20,16:10,Teknologi Informasi,CIT61026,D,Internet of Things,practicum,G1.9,G,1,Lab,17,True,4,1,False
Mon,16:10,17:00,Teknologi Informasi,CIT60048,A,Information Retrieval,lecture,F2.1,F,2,Kelas,1,True,2,0,False
Mon,16:10,17:00,Teknologi Informasi,CIT60033,A,Sistem Forensik Digital,lecture,F2.6,F,2,Kelas,35,True,3,0,False
Mon,16:10,17:00,Teknologi Informasi,COM60015,B,Matematika Diskret,lecture,F2.8,F,2,Kelas,103,True,2,1,False
Mon,16:10,17:00,Sistem Informasi,CIS61110,B,Pengembangan Aplikasi Mobile,lecture,F3.14,F,3,Kelas,75,True,3,1,False
Mon,16:10,17:00,Teknologi Informasi,CIT60053,A,Pengembangan Gim,lecture,F3.5a,F,3,Kelas,17,False,3,0,False
Mon,16:10,17:00,Pendidikan Teknologi Informasi,UBU60003,B,Kewirausahaan,lecture,F3.9,F,3,Kelas,62,True,2,1,False
Mon,16:10,17:00,Pendidikan Teknologi Informasi,CSD60702,A,Sistem Pendukung Keputusan,lecture,F4.10,F,4,Kelas,83,True,3,0,False
Mon,16:10,17:00,Teknologi Informasi,CSD60704,C,Desain Basis Data,lecture,F4.11,F,4,Kelas,91,True,2,1,False
Mon,16:10,17:00,Sistem Informasi,COM60014,C,Pemrograman Dasar,lecture,F4.13,F,4,Kelas,31,True,5,1,False
Mon,16:10,17:00,Teknologi Informasi,COM60061,D,Capstone Project,lecture,F4.14,F,4,Kelas,22,True,3,1,False
Mon,16:10,17:00,Pendidikan Teknologi Informasi,COM60016,A,Pengantar Keilmuan Komputer,lecture,F4.4,F,4,Kelas,4,True,2,1,False
Mon,16:10,17:00,Sistem Informasi,COM60014,A,Pemrograman Dasar,practicum,G1.5,G,1,Lab,82,True,5,1,False
Mon,16:10,17:00,Pendidikan Teknologi Informasi,CIE61109,C,Pembelajaran Mikro,practicum,G1.7,G,1,Lab,39,True,3,1,False
Mon,16:10,17:00,Sistem Informasi,CSD60710,A,Sistem Informasi Geografis,practicum,G1.8,G,1,Lab,87,True,3,0,False
Mon,17:00,17:50,Pendidikan Teknologi Informasi,CIE61110,B,Perancangan Pembelajaran,lecture,F11.1,F,11,Kelas,39,True,3,1,False
Mon,17:00,17:50,Sistem Informasi,CIS61110,C,Pengembangan Aplikasi Mobile,lecture,F11.4,F,11,Kelas,75,True,3,1,False
Mon,17:00,17:50,Pendidikan Teknologi Informasi,CSD60708,B,Penambangan Data,lecture,F2.5,F,2,Kelas,102,True,3,1,False
Mon,17:00,17:50,Pendidikan Teknologi Informasi,CIE61301,B,Kalkulus dan Aljabar Linear,lecture,F3.10,F,3,Kelas,103,True,3,1,False
Mon,17:00,17:50,Teknologi Informasi,CIT62003,C,Dasar Pengembangan Sistem informasi,lecture,F3.17,F,3,Kelas,31,True,3,1,False
Mon,17:00,17:50,Teknologi Informasi,CSD60712,A,Probabilitas dan Statistika,lecture,F3.4,F,3,Kelas,93,True,3,1,False
Mon,17:00,17:50,Pendidikan Teknologi Informasi,COM60051,C,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F3.5a,F,3,Kelas,100,True,3,1,False
Mon,17:00,17:50,Pendidikan Teknologi Informasi,COM60061,B,Capstone Project,lecture,F3.8,F,3,Kelas,4,True,3,1,False
Mon,17:00,17:50,Teknologi Informasi,CIT61015,C,Jaringan Komputer,lecture,F4.12,F,4,Kelas,79,True,4,1,False
Mon,17:00,17:50,Pendidikan Teknologi Informasi,CSD60712,D,Probabilitas dan Statistika,lecture,F4.3,F,4,Kelas,107,True,3,1,False
Mon,17:00,17:50,Pendidikan Teknologi Informasi,UBU60003,A,Kewirausahaan,lecture,F4.4,F,4,Kelas,62,True,2,1,False
Mon,17:00,17:50,Teknologi Informasi,CIT62003,A,Dasar Pengembangan Sistem informasi,practicum,G1.5,G,1,Lab,67,True,3,1,False
Thu,07:00,07:50,Teknologi Informasi,COM60061,B,Capstone Project,lecture,F2.1,F,2,Kelas,14,True,3,1,False
Thu,07:00,07:50,Teknologi Informasi,CIT61026,D,Internet of Things,lecture,F2.4,F,2,Kelas,17,True,4,1,False
Thu,07:00,07:50,Pendidikan Teknologi Informasi,CIE61101,D,Perkembangan Peserta Didik,lecture,F2.8,F,2,Kelas,59,True,3,1,False
Thu,07:00,07:50,Teknologi Informasi,CIT60052,A,Pengembangan Aplikasi Mobile Terapan,lecture,F3.16,F,3,Kelas,47,True,3,0,False
Thu,07:00,07:50,Pendidikan Teknologi Informasi,CSD60708,C,Penambangan Data,lecture,F3.8,F,3,Kelas,102,True,3,1,False
Thu,07:00,07:50,Sistem Informasi,CIS61113,C,Sistem Enterprise,lecture,F3.9,F,3,Kelas,76,True,3,1,False
Thu,07:00,07:50,Sistem Informasi,CSD60704,D,Desain Basis Data,lecture,F4.12,F,4,Kelas,75,True,2,1,False
Thu,07:00,07:50,Teknologi Informasi,COM60011,B,Arsitektur dan Organisasi Komputer,lecture,F4.14,F,4,Kelas,103,True,2,1,False
Thu,07:00,07:50,Teknologi Informasi,CSD60703,C,Tata Kelola Teknologi Informasi,lecture,F4.2,F,4,Kelas,15,True,3,1,False
Thu,07:00,07:50,Sistem Informasi,CSD60706,B,Administrasi Basis Data,practicum,G1.3,G,1,Lab,91,True,3,1,False
Thu,07:00,07:50,Teknologi Informasi,CIT62003,D,Dasar Pengembangan Sistem informasi,practicum,G1.7,G,1,Lab,108,True,3,1,False
Thu,07:00,07:50,Pendidikan Teknologi Informasi,CIE61109,A,Pembelajaran Mikro,practicum,G1.9,G,1,Lab,39,True,3,1,False
Thu,07:50,08:40,Sistem Informasi,CIS61113,C,Sistem Enterprise,lecture,F11.4,F,11,Kelas,76,True,3,1,False
Thu,07:50,08:40,Pendidikan Teknologi Informasi,CSD60713,A,Jaringan Terapan,lecture,F2.6,F,2,Kelas,90,True,3,0,False
Thu,07:50,08:40,Pendidikan Teknologi Informasi,CIE61108,C,Penilaian Hasil Belajar,lecture,F2.9,F,2,Kelas,100,True,3,1,False
Thu,07:50,08:40,Pendidikan Teknologi Informasi,CIE61301,A,Kalkulus dan Aljabar Linear,lecture,F3.14,F,3,Kelas,75,True,3,1,False
Thu,07:50,08:40,Sistem Informasi,COM60015,A,Matematika Diskret,lecture,F3.16,F,3,Kelas,103,True,2,1,False
Thu,07:50,08:40,Pendidikan Teknologi Informasi,CIE61102,C,Filsafat Pendidikan dan Sains,lecture,F3.17,F,3,Kelas,59,True,4,1,False
Thu,07:50,08:40,Teknologi Informasi,CIT60049,A,Teknologi Basis Data Non Relational,lecture,F3.2,F,3,Kelas,102,True,3,0,False
Thu,07:50,08:40,Sistem Informasi,CIS61115,B,Komunikasi Profesional,lecture,F4.11,F,4,Kelas,108,True,2,1,False
Thu,07:50,08:40,Teknologi Informasi,CIT60053,A,Pengembangan Gim,lecture,F4.9,F,4,Kelas,17,False,3,0,False
Thu,07:50,08:40,Teknologi Informasi,COM60014,D,Pemrograman Dasar,practicum,G1.3,G,1,Lab,47,True,5,1,False
Thu,07:50,08:40,Sistem Informasi,CSD60705,D,Pemrograman SQL,practicum,G1.4,G,1,Lab,91,True,3,1,False
Thu,07:50,08:40,Teknologi Informasi,CSD60713,A,Jaringan Terapan,practicum,G1.6,G,1,Lab,79,True,3,0,False
Thu,08:40,09:30,Pendidikan Teknologi Informasi,COM60061,B,Capstone Project,lecture,F11.1,F,11,Kelas,4,True,3,1,False
Thu,08:40,09:30,Teknologi Informasi,CIT61016,D,Data Sains,lecture,F2.2,F,2,Kelas,89,True,3,1,False
Thu,08:40,09:30,Sistem Informasi,CIS61102,C,Infrastruktur Teknologi Informasi,lecture,F2.5,F,2,Kelas,103,True,2,1,False
Thu,08:40,09:30,Pendidikan Teknologi Informasi,COM60016,D,Pengantar Keilmuan Komputer,lecture,F2.6,F,2,Kelas,108,True,2,1,False
Thu,08:40,09:30,Pendidikan Teknologi Informasi,COM60051,B,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F2.8,F,2,Kelas,100,True,3,1,False
Thu,08:40,09:30,Sistem Informasi,CSD60711,C,Perancangan Pengalaman Pengguna,lecture,F3.17,F,3,Kelas,62,True,3,1,False
Thu,08:40,09:30,Teknologi Informasi,CIT60047,A,Tata Kelola dan Kebijakan Keamanan Siber,lecture,F3.3,F,3,Kelas,46,True,2,0,False
Thu,08:40,09:30,Teknologi Informasi,COM60025,D,Kalkulus,lecture,F3.4,F,3,Kelas,75,True,2,1,False
Thu,08:40,09:30,Sistem Informasi,CIS61110,D,Pengembangan Aplikasi Mobile,lecture,F3.5b,F,3,Kelas,60,True,3,1,False
Thu,08:40,09:30,Teknologi Informasi,UBU60003,D,Kewirausahaan,lecture,F3.6,F,3,Kelas,96,True,2,1,False
Thu,08:40,09:30,Pendidikan Teknologi Informasi,CIE62204,B,Paradigma Sistem,lecture,F4.3,F,4,Kelas,6,True,2,1,False
Thu,08:40,09:30,Sistem Informasi,CIS61113,B,Sistem Enterprise,lecture,F4.7,F,4,Kelas,76,True,3,1,False
Thu,08:40,09:30,Pendidikan Teknologi Informasi,CIE61208,C,Basis Data,practicum,G1.4,G,1,Lab,102,True,3,1,False
Thu,08:40,09:30,Pendidikan Teknologi Informasi,COM60014,B,Pemrograman Dasar,practicum,G1.5,G,1,Lab,65,False,5,1,False
Thu,09:30,10:20,Pendidikan Teknologi Informasi,COM60015,D,Matematika Diskret,lecture,F11.1,F,11,Kelas,100,True,2,1,False
Thu,09:30,10:20,Sistem Informasi,CIS61115,A,Komunikasi Profesional,lecture,F2.4,F,2,Kelas,108,True,2,1,False
Thu,09:30,10:20,Teknologi Informasi,CSD60707,A,Big Data dan Analitik,lecture,F3.14,F,3,Kelas,48,True,3,0,False
Thu,09:30,10:20,Sistem Informasi,CSD60704,D,Desain Basis Data,lecture,F3.15,F,3,Kelas,75,True,2,1,False
Thu,09:30,10:20,Teknologi Informasi,COM60014,D,Pemrograman Dasar,lecture,F3.16,F,3,Kelas,47,True,5,1,False
Thu,09:30,10:20,Teknologi Informasi,CSD60705,C,Pemrograman SQL,lecture,F3.5b,F,3,Kelas,91,True,3,1,False
Thu,09:30,10:20,Sistem Informasi,CIS61113,D,Sistem Enterprise,lecture,F3.6,F,3,Kelas,76,True,3,1,False
