Hari,Jam_Mulai,Jam_Selesai,Prodi,Kode_MK,Kelas,Nama_MK,Jenis,Ruang,Gedung,Lantai,Tipe_Ruang,Dosen,Dosen_Berminat,SKS,Kewajiban,Feasible
Tue,10:20,11:10,Sistem Informasi,CIS61107,D,Manajemen Produk,lecture,F3.6,F,3,Kelas,47,True,3,1,False
Tue,10:20,11:10,Teknologi Informasi,COM60051,B,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F3.7b,F,3,Kelas,80,False,3,1,False
Tue,10:20,11:10,Pendidikan Teknologi Informasi,COM60016,B,Pengantar Keilmuan Komputer,lecture,F3.9,F,3,Kelas,103,True,2,1,False
Tue,10:20,11:10,Teknologi Informasi,CIT61024,A,Teknologi Keamanan Siber,lecture,F4.12,F,4,Kelas,75,True,3,1,False
Tue,10:20,11:10,Sistem Informasi,CIS61118,A,Rekayasa Kebutuhan Sistem Informasi,lecture,F4.14,F,4,Kelas,4,True,2,0,False
Tue,10:20,11:10,Pendidikan Teknologi Informasi,COM60061,C,Capstone Project,lecture,F4.3,F,4,Kelas,76,True,3,1,False
Tue,10:20,11:10,Pendidikan Teknologi Informasi,COM60014,B,Pemrograman Dasar,practicum,G1.5,G,1,Lab,65,False,5,1,False
Tue,10:20,11:10,Teknologi Informasi,CIT61006,A,Pengembangan Aplikasi Web,practicum,G1.8,G,1,Lab,82,True,4,1,False
Tue,11:10,12:00,Sistem Informasi,COM60015,D,Matematika Diskret,lecture,F2.5,F,2,Kelas,100,True,2,1,False
Tue,11:10,12:00,Pendidikan Teknologi Informasi,COM60015,A,Matematika Diskret,lecture,F2.6,F,2,Kelas,103,True,2,1,False
Tue,11:10,12:00,Pendidikan Teknologi Informasi,CIE61102,B,Filsafat Pendidikan dan Sains,lecture,F3.11,F,3,Kelas,59,True,4,1,False
Tue,11:10,12:00,Teknologi Informasi,CIT61006,B,Pengembangan Aplikasi Web,lecture,F3.12,F,3,Kelas,60,True,4,1,False
Tue,11:10,12:00,Pendidikan Teknologi Informasi,CIE61110,C,Perancangan Pembelajaran,lecture,F3.15,F,3,Kelas,39,True,3,1,False
Tue,11:10,12:00,Teknologi Informasi,CIT61026,C,Internet of Things,lecture,F3.5a,F,3,Kelas,90,True,4,1,False
Tue,11:10,12:00,Sistem Informasi,COM60051,A,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F4.13,F,4,Kelas,87,True,3,1,False
Tue,11:10,12:00,Pendidikan Teknologi Informasi,UBU60003,D,Kewirausahaan,lecture,F4.6,F,4,Kelas,62,True,2,1,False
Tue,11:10,12:00,Sistem Informasi,CIS61107,C,Manajemen Produk,lecture,F4.9,F,4,Kelas,47,True,3,1,False
Tue,11:10,12:00,Pendidikan Teknologi Informasi,CIE61208,D,Basis Data,practicum,G1.8,G,1,Lab,108,True,3,1,False
Tue,11:10,12:00,Pendidikan Teknologi Informasi,CIE61205,D,Pemrograman Web,practicum,G1.9,G,1,Lab,82,True,3,1,False
Tue,12:00,12:50,Pendidikan Teknologi Informasi,UBU60003,B,Kewirausahaan,lecture,F2.2,F,2,Kelas,62,True,2,1,False
Tue,12:00,12:50,Sistem Informasi,CIS61104,C,Pengantar Sistem informasi,lecture,F2.9,F,2,Kelas,67,True,2,1,False
Tue,12:00,12:50,Pendidikan Teknologi Informasi,CIE61103,D,Komunikasi dan Teknologi Pendidikan,lecture,F3.11,F,3,Kelas,103,True,3,1,False
Tue,12:00,12:50,Teknologi Informasi,CSD60712,C,Probabilitas dan Statistika,lecture,F3.13,F,3,Kelas,16,True,3,1,False
Tue,12:00,12:50,Pendidikan Teknologi Informasi,CIE61215,A,Pengembangan Aplikasi Peranti Bergerak,lecture,F3.16,F,3,Kelas,47,True,3,0,False
Tue,12:00,12:50,Sistem Informasi,CIS61110,C,Pengembangan Aplikasi Mobile,lecture,F3.7b,F,3,Kelas,75,True,3,1,False
Tue,12:00,12:50,Teknologi Informasi,COM60052,D,Etika Profesi,lecture,F4.12,F,4,Kelas,96,True,2,1,False
Tue,12:00,12:50,Sistem Informasi,CIS61112,D,Dasar Manajemen Proyek,lecture,F4.2,F,4,Kelas,87,True,2,1,False
Tue,12:00,12:50,Pendidikan Teknologi Informasi,CSD60711,A,Perancangan Pengalaman Pengguna,practicum,G1.3,G,1,Lab,4,True,3,0,False
Tue,12:00,12:50,Pendidikan Teknologi Informasi,CIE61109,D,Pembelajaran Mikro,practicum,G1.6,G,1,Lab,100,True,3,1,False
Tue,12:00,12:50,Teknologi Informasi,CIT61015,C,Jaringan Komputer,practicum,G1.7,G,1,Lab,79,True,4,1,False
Tue,12:50,13:40,Teknologi Informasi,CIT61016,A,Data Sains,lecture,F11.3,F,11,Kelas,89,True,3,1,False
Tue,12:50,13:40,Teknologi Informasi,COM60025,A,Kalkulus,lecture,F11.4,F,11,Kelas,103,True,2,1,False
Tue,12:50,13:40,Teknologi Informasi,CSD60712,A,Probabilitas dan Statistika,lecture,F2.4,F,2,Kelas,93,True,3,1,False
Tue,12:50,13:40,Teknologi Informasi,CSD60714,A,Jaminan Kualitas Perangkat Lunak,lecture,F2.6,F,2,Kelas,1,True,3,0,False
Tue,12:50,13:40,Teknologi Informasi,COM60014,B,Pemrograman Dasar,lecture,F2.8,F,2,Kelas,91,True,5,1,False
Tue,12:50,13:40,Teknologi Informasi,CIT61026,A,Internet of Things,lecture,F3.12,F,3,Kelas,17,True,4,1,False
Tue,12:50,13:40,Sistem Informasi,UBU60003,B,Kewirausahaan,lecture,F3.4,F,3,Kelas,62,True,2,1,False
Tue,12:50,13:40,Pendidikan Teknologi Informasi,COM60014,B,Pemrograman Dasar,lecture,F3.5a,F,3,Kelas,65,False,5,1,False
Tue,12:50,13:40,Teknologi Informasi,COM60061,C,Capstone Project,lecture,F3.5b,F,3,Kelas,47,True,3,1,False
Tue,12:50,13:40,Sistem Informasi,CIS61104,B,Pengantar Sistem informasi,lecture,F4.10,F,4,Kelas,67,True,2,1,False
Tue,12:50,13:40,Teknologi Informasi,CIT61024,C,Teknologi Keamanan Siber,lecture,F4.11,F,4,Kelas,75,True,3,1,False
Tue,12:50,13:40,Teknologi Informasi,CIT60045,A,Kriptografi,lecture,F4.12,F,4,Kelas,14,True,3,0,False
Tue,12:50,13:40,Pendidikan Teknologi Informasi,CIE61112,D,Pengenalan Lapangan Persekolahan 2,lecture,F4.13,F,4,Kelas,59,True,3,1,False
Tue,12:50,13:40,Pendidikan Teknologi Informasi,CIE61101,C,Perkembangan Peserta Didik,lecture,F4.4,F,4,Kelas,39,True,3,1,False
Tue,12:50,13:40,Pendidikan Teknologi Informasi,COM60015,B,Matematika Diskret,lecture,F4.5,F,4,Kelas,100,True,2,1,False
Tue,12:50,13:40,Sistem Informasi,CSD60712,D,Probabilitas dan Statistika,lecture,F4.6,F,4,Kelas,87,True,3,1,False
Tue,12:50,13:40,Sistem Informasi,CIS61103,A,Manajemen Bisnis,lecture,F4.9,F,4,Kelas,108,True,2,1,False
Tue,12:50,13:40,Sistem Informasi,COM60014,D,Pemrograman Dasar,practicum,G1.7,G,1,Lab,76,True,5,1,False
Tue,12:50,13:40,Teknologi Informasi,CSD60705,B,Pemrograman SQL,practicum,G1.8,G,1,Lab,102,True,3,1,False
Tue,13:40,14:30,Teknologi Informasi,CIT61016,B,Data Sains,lecture,F11.1,F,11,Kelas,15,True,3,1,False
Tue,13:40,14:30,Sistem Informasi,COM60016,B,Pengantar Keilmuan Komputer,lecture,F3.16,F,3,Kelas,83,True,2,1,False
Tue,13:40,14:30,Sistem Informasi,COM60051,C,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F3.17,F,3,Kelas,100,True,3,1,False
Tue,13:40,14:30,Sistem Informasi,CIS60106,A,Sistem Informasi Berkelanjutan,lecture,F3.2,F,3,Kelas,53,True,2,0,False
Tue,13:40,14:30,Teknologi Informasi,COM60025,B,Kalkulus,lecture,F3.3,F,3,Kelas,75,True,2,1,False
Tue,13:40,14:30,Teknologi Informasi,CIT60036,A,Teknologi Berbasis Cloud,lecture,F3.6,F,3,Kelas,104,True,3,0,False
Tue,13:40,14:30,Teknologi Informasi,COM60015,A,Matematika Diskret,lecture,F3.7b,F,3,Kelas,103,True,2,1,False
Tue,13:40,14:30,Teknologi Informasi,COM60061,B,Capstone Project,lecture,F4.12,F,4,Kelas,14,True,3,1,False
Tue,13:40,14:30,Sistem Informasi,COM60052,C,Etika Profesi,lecture,F4.2,F,4,Kelas,4,True,2,1,False
Tue,13:40,14:30,Pendidikan Teknologi Informasi,CSD60712,D,Probabilitas dan Statistika,lecture,F4.9,F,4,Kelas,107,True,3,1,False
Tue,13:40,14:30,Sistem Informasi,CSD60706,C,Administrasi Basis Data,practicum,G1.6,G,1,Lab,102,True,3,1,False
Tue,13:40,14:30,Pendidikan Teknologi Informasi,CIE61206,D,Jaringan Komputer,practicum,G1.8,G,1,Lab,39,True,3,1,False
Tue,14:30,15:20,Teknologi Informasi,CIT60044,A,Keamanan Data dan Privasi,lecture,F11.3,F,11,Kelas,35,True,3,0,False
Tue,14:30,15:20,Teknologi Informasi,UBU60003,D,Kewirausahaan,lecture,F2.1,F,2,Kelas,96,True,2,1,False
Tue,14:30,15:20,Pendidikan Teknologi Informasi,CIE61103,A,Komunikasi dan Teknologi Pendidikan,lecture,F3.12,F,3,Kelas,39,True,3,1,False
Tue,14:30,15:20,Pendidikan Teknologi Informasi,CSD60708,C,Penambangan Data,lecture,F3.15,F,3,Kelas,102,True,3,1,False
Tue,14:30,15:20,Pendidikan Teknologi Informasi,CIE61301,C,Kalkulus dan Aljabar Linear,lecture,F3.2,F,3,Kelas,75,True,3,1,False
Tue,14:30,15:20,Pendidikan Teknologi Informasi,CIE62204,C,Paradigma Sistem,lecture,F4.14,F,4,Kelas,6,True,2,1,False
Tue,14:30,15:20,Sistem Informasi,CIS61104,D,Pengantar Sistem informasi,lecture,F4.2,F,4,Kelas,108,True,2,1,False
Tue,14:30,15:20,Sistem Informasi,CSD60704,B,Desain Basis Data,lecture,F4.4,F,4,Kelas,72,True,2,1,False
Tue,14:30,15:20,Sistem Informasi,COM60016,C,Pengantar Keilmuan Komputer,lecture,F4.7,F,4,Kelas,47,True,2,1,False
Tue,14:30,15:20,Pendidikan Teknologi Informasi,CIE61206,C,Jaringan Komputer,practicum,G1.3,G,1,Lab,17,True,3,1,False
Tue,14:30,15:20,Teknologi Informasi,CIT61006,B,Pengembangan Aplikasi Web,practicum,G1.5,G,1,Lab,60,True,4,1,False
Tue,14:30,15:20,Sistem Informasi,CIS61125,A,Pengantar GeoInformasi,practicum,G1.6,G,1,Lab,87,True,3,0,False
Tue,15:20,16:10,Pendidikan Teknologi Informasi,CIE61108,D,Penilaian Hasil Belajar,lecture,F11.3,F,11,Kelas,100,True,3,1,False
Tue,15:20,16:10,Sistem Informasi,CIS61110,C,Pengembangan Aplikasi Mobile,lecture,F2.4,F,2,Kelas,75,True,3,1,False
Tue,15:20,16:10,Teknologi Informasi,CIT61026,B,Internet of Things,lecture,F3.10,F,3,Kelas,17,True,4,1,False
Tue,15:20,16:10,Pendidikan Teknologi Informasi,CIE61403,A,Paradigma Berpikir Sistem dan Desain,lecture,F3.13,F,3,Kelas,47,True,3,0,False
Tue,15:20,16:10,Teknologi Informasi,CSD60703,C,Tata Kelola Teknologi Informasi,lecture,F3.14,F,3,Kelas,15,True,3,1,False
Tue,15:20,16:10,Teknologi Informasi,UBU60003,B,Kewirausahaan,lecture,F3.15,F,3,Kelas,62,True,2,1,False
Tue,15:20,16:10,Pendidikan Teknologi Informasi,CIE61102,D,Filsafat Pendidikan dan Sains,lecture,F3.17,F,3,Kelas,59,True,4,1,False
Tue,15:20,16:10,Teknologi Informasi,CIT61024,B,Teknologi Keamanan Siber,lecture,F3.3,F,3,Kelas,35,True,3,1,False
Tue,15:20,16:10,Teknologi Informasi,CSD60707,A,Big Data dan Analitik,lecture,F3.4,F,3,Kelas,48,True,3,0,False
Tue,15:20,16:10,Pendidikan Teknologi Informasi,CSD60712,A,Probabilitas dan Statistika,lecture,F3.7a,F,3,Kelas,83,True,3,1,False
Tue,15:20,16:10,Sistem Informasi,COM60015,C,Matematika Diskret,lecture,F3.8,F,3,Kelas,103,True,2,1,False
Tue,15:20,16:10,Sistem Informasi,CIS61103,B,Manajemen Bisnis,lecture,F4.10,F,4,Kelas,108,True,2,1,False
Tue,15:20,16:10,Pendidikan Teknologi Informasi,CIE61110,A,Perancangan Pembelajaran,lecture,F4.12,F,4,Kelas,39,True,3,1,False
Tue,15:20,16:10,Teknologi Informasi,CSD60712,B,Probabilitas dan Statistika,lecture,F4.2,F,4,Kelas,93,True,3,1,False
Tue,15:20,16:10,Sistem Informasi,CSD60706,D,Administrasi Basis Data,practicum,G1.2,G,1,Lab,91,True,3,1,False
Tue,15:20,16:10,Sistem Informasi,COM60014,C,Pemrograman Dasar,practicum,G1.3,G,1,Lab,31,True,5,1,False
Tue,16:10,17:00,Pendidikan Teknologi Informasi,CIE61112,C,Pengenalan Lapangan Persekolahan 2,lecture,F11.1,F,11,Kelas,39,True,3,1,False
Tue,16:10,17:00,Sistem Informasi,CIS61128,A,Keamanan Jaringan dan Siber,lecture,F11.4,F,11,Kelas,17,True,3,0,False
Tue,16:10,17:00,Sistem Informasi,COM60016,C,Pengantar Keilmuan Komputer,lecture,F2.2,F,2,Kelas,47,True,2,1,False
Tue,16:10,17:00,Sistem Informasi,COM60051,B,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F2.4,F,2,Kelas,103,True,3,1,False
Tue,16:10,17:00,Pendidikan Teknologi Informasi,CIE61404,A,Manajemen Proyek Teknologi Informasi,lecture,F2.6,F,2,Kelas,67,True,3,0,False
Tue,16:10,17:00,Sistem Informasi,CIS61113,A,Sistem Enterprise,lecture,F3.1,F,3,Kelas,76,True,3,1,False
Tue,16:10,17:00,Teknologi Informasi,COM60015,C,Matematika Diskret,lecture,F3.10,F,3,Kelas,100,True,2,1,False
Tue,16:10,17:00,Sistem Informasi,CSD60705,A,Pemrograman SQL,lecture,F3.12,F,3,Kelas,22,True,3,1,False
Tue,16:10,17:00,Teknologi Informasi,CIT61006,A,Pengembangan Aplikasi Web,lecture,F3.13,F,3,Kelas,82,True,4,1,False
Tue,16:10,17:00,Sistem Informasi,CSD60711,A,Perancangan Pengalaman Pengguna,lecture,F3.16,F,3,Kelas,4,True,3,1,False
Tue,16:10,17:00,Teknologi Informasi,CIT61016,A,Data Sains,lecture,F3.5a,F,3,Kelas,89,True,3,1,False
Tue,16:10,17:00,Teknologi Informasi,COM60061,B,Capstone Project,lecture,F4.14,F,4,Kelas,14,True,3,1,False
Tue,16:10,17:00,Teknologi Informasi,CIT61015,D,Jaringan Komputer,lecture,F4.4,F,4,Kelas,75,True,4,1,False
Tue,16:10,17:00,Sistem Informasi,CIS61108,A,Rekayasa Sistem Informasi,lecture,F4.6,F,4,Kelas,108,True,5,1,False
Tue,17:00,17:50,Pendidikan Teknologi Informasi,COM60052,D,Etika Profesi,lecture,F11.1,F,11,Kelas,22,True,2,1,False
Tue,17:00,17:50,Sistem Informasi,CIS61128,A,Keamanan Jaringan dan Siber,lecture,F11.4,F,11,Kelas,17,True,3,0,False
Tue,17:00,17:50,Pendidikan Teknologi Informasi,CIE61115,A,Manajemen Sistem Pendidikan,lecture,F2.2,F,2,Kelas,39,True,3,0,False
Tue,17:00,17:50,Pendidikan Teknologi Informasi,CSD60712,C,Probabilitas dan Statistika,lecture,F2.8,F,2,Kelas,11,True,3,1,False
Tue,17:00,17:50,Pendidikan Teknologi Informasi,CIE62204,B,Paradigma Sistem,lecture,F3.11,F,3,Kelas,6,True,2,1,False
Tue,17:00,17:50,Pendidikan Teknologi Informasi,CSD60714,A,Jaminan Kualitas Perangkat Lunak,lecture,F3.4,F,3,Kelas,1,True,3,0,False
Tue,17:00,17:50,Teknologi Informasi,CIT60031,A,Manajemen Proyek Teknologi Informasi,lecture,F3.5a,F,3,Kelas,40,True,3,0,False
Tue,17:00,17:50,Pendidikan Teknologi Informasi,COM60015,B,Matematika Diskret,lecture,F3.7a,F,3,Kelas,100,True,2,1,False
Tue,17:00,17:50,Sistem Informasi,COM60052,D,Etika Profesi,lecture,F3.7b,F,3,Kelas,4,True,2,1,False
Tue,17:00,17:50,Sistem Informasi,UBU60003,A,Kewirausahaan,lecture,F3.9,F,3,Kelas,62,True,2,1,False
Tue,17:00,17:50,Teknologi Informasi,CSD60705,B,Pemrograman SQL,lecture,F4.10,F,4,Kelas,102,True,3,1,False
Tue,17:00,17:50,Sistem Informasi,CIS61107,C,Manajemen Produk,lecture,F4.13,F,4,Kelas,47,True,3,1,False
Tue,17:00,17:50,Pendidikan Teknologi Informasi,COM60014,A,Pemrograman Dasar,practicum,G1.3,G,1,Lab,91,True,5,1,False
Wed,07:00,07:50,Sistem Informasi,COM60051,B,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F11.3,F,11,Kelas,103,True,3,1,False
Wed,07:00,07:50,Teknologi Informasi,CSD60713,A,Jaringan Terapan,lecture,F2.1,F,2,Kelas,79,True,3,0,False
Wed,07:00,07:50,Teknologi Informasi,CIT61024,D,Teknologi Keamanan Siber,lecture,F2.6,F,2,Kelas,46,True,3,1,False
Wed,07:00,07:50,Sistem Informasi,CIS61102,A,Infrastruktur Teknologi Informasi,lecture,F2.9,F,2,Kelas,17,True,2,1,False
Wed,07:00,07:50,Teknologi Informasi,CSD60706,A,Administrasi Basis Data,lecture,F3.10,F,3,Kelas,91,True,3,0,False
Wed,07:00,07:50,Sistem Informasi,COM60061,C,Capstone Project,lecture,F3.13,F,3,Kelas,108,True,3,1,False
Wed,07:00,07:50,Sistem Informasi,COM60016,A,Pengantar Keilmuan Komputer,lecture,F3.7a,F,3,Kelas,47,True,2,1,False
Wed,07:00,07:50,Sistem Informasi,CIS61110,B,Pengembangan Aplikasi Mobile,lecture,F3.8,F,3,Kelas,75,True,3,1,False
Wed,07:00,07:50,Teknologi Informasi,CSD60714,A,Jaminan Kualitas Perangkat Lunak,lecture,F4.11,F,4,Kelas,1,True,3,0,False
Wed,07:00,07:50,Sistem Informasi,COM60061,A,Capstone Project,lecture,F4.2,F,4,Kelas,87,True,3,1,False
Wed,07:00,07:50,Pendidikan Teknologi Informasi,CIE61108,B,Penilaian Hasil Belajar,lecture,F4.4,F,4,Kelas,100,True,3,1,False
Wed,07:00,07:50,Pendidikan Teknologi Informasi,CIE61205,A,Pemrograman Web,practicum,G1.2,G,1,Lab,82,True,3,1,False
Wed,07:00,07:50,Sistem Informasi,COM60014,C,Pemrograman Dasar,practicum,G1.4,G,1,Lab,31,True,5,1,False
Wed,07:00,07:50,Pendidikan Teknologi Informasi,CSD60711,A,Perancangan Pengalaman Pengguna,practicum,G1.9,G,1,Lab,4,True,3,0,False
Wed,07:50,08:40,Sistem Informasi,CIS60103,A,Pemrograman Web Lanjut,lecture,F11.3,F,11,Kelas,22,True,3,0,False
Wed,07:50,08:40,Sistem Informasi,COM60014,C,Pemrograman Dasar,lecture,F2.1,F,2,Kelas,31,True,5,1,False
Wed,07:50,08:40,Sistem Informasi,CSD60703,D,Tata Kelola Teknologi Informasi,lecture,F2.5,F,2,Kelas,108,True,3,1,False
Wed,07:50,08:40,Pendidikan Teknologi Informasi,COM60052,C,Etika Profesi,lecture,F3.1,F,3,Kelas,59,True,2,1,False
Wed,07:50,08:40,Sistem Informasi,CIS61111,D,Sistem Informasi berbasis Kecerdasan Buatan,lecture,F3.11,F,3,Kelas,89,True,2,1,False
Wed,07:50,08:40,Teknologi Informasi,COM60051,A,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F3.17,F,3,Kelas,103,True,3,1,False
Wed,07:50,08:40,Pendidikan Teknologi Informasi,CIE61114,A,Pendidikan Orang Dewasa dan Berkelanjutan,lecture,F3.4,F,3,Kelas,39,True,3,0,False
Wed,07:50,08:40,Sistem Informasi,COM60051,D,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F3.6,F,3,Kelas,87,True,3,1,False
Wed,07:50,08:40,Pendidikan Teknologi Informasi,CSD60708,A,Penambangan Data,lecture,F3.8,F,3,Kelas,102,True,3,1,False
Wed,07:50,08:40,Sistem Informasi,CIS61110,D,Pengembangan Aplikasi Mobile,lecture,F4.14,F,4,Kelas,60,True,3,1,False
Wed,07:50,08:40,Pendidikan Teknologi Informasi,CIE61301,C,Kalkulus dan Aljabar Linear,lecture,F4.2,F,4,Kelas,75,True,3,1,False
Wed,07:50,08:40,Teknologi Informasi,COM60014,B,Pemrograman Dasar,lecture,F4.3,F,4,Kelas,91,True,5,1,False
Wed,07:50,08:40,Teknologi Informasi,CSD60713,A,Jaringan Terapan,practicum,G1.4,G,1,Lab,79,True,3,0,False
Wed,07:50,08:40,Sistem Informasi,CSD60705,B,Pemrograman SQL,practicum,G1.7,G,1,Lab,1,True,3,1,False
Wed,08:40,09:30,Sistem Informasi,CIS61111,B,Sistem Informasi berbasis Kecerdasan Buatan,lecture,F2.1,F,2,Kelas,87,True,2,1,False
Wed,08:40,09:30,Sistem Informasi,CIS61113,D,Sistem Enterprise,lecture,F2.4,F,2,Kelas,76,True,3,1,False
Wed,08:40,09:30,Pendidikan Teknologi Informasi,CSD60712,D,Probabilitas dan Statistika,lecture,F2.6,F,2,Kelas,107,True,3,1,False
Wed,08:40,09:30,Pendidikan Teknologi Informasi,CIE61111,C,Pengenalan Lapangan Persekolahan 1,lecture,F2.8,F,2,Kelas,103,True,1,1,False
Wed,08:40,09:30,Sistem Informasi,CIS61108,C,Rekayasa Sistem Informasi,lecture,F2.9,F,2,Kelas,4,True,5,1,False
Wed,08:40,09:30,Pendidikan Teknologi Informasi,CIE61102,B,Filsafat Pendidikan dan Sains,lecture,F3.2,F,3,Kelas,59,True,4,1,False
Wed,08:40,09:30,Pendidikan Teknologi Informasi,CIE61103,C,Komunikasi dan Teknologi Pendidikan,lecture,F3.6,F,3,Kelas,39,True,3,1,False
Wed,08:40,09:30,Sistem Informasi,CIS61103,B,Manajemen Bisnis,lecture,F3.7b,F,3,Kelas,108,True,2,1,False
Wed,08:40,09:30,Teknologi Informasi,CSD60712,B,Probabilitas dan Statistika,lecture,F4.14,F,4,Kelas,93,True,3,1,False
Wed,08:40,09:30,Pendidikan Teknologi Informasi,CSD60714,A,Jaminan Kualitas Perangkat Lunak,lecture,F4.4,F,4,Kelas,1,True,3,0,False
Wed,08:40,09:30,Pendidikan Teknologi Informasi,CIE61301,D,Kalkulus dan Aljabar Linear,lecture,F4.5,F,4,Kelas,100,True,3,1,False
Wed,08:40,09:30,Teknologi Informasi,UBU60003,C,Kewirausahaan,lecture,F4.7,F,4,Kelas,62,True,2,1,False
Wed,08:40,09:30,Teknologi Informasi,CIT61016,B,Data Sains,lecture,F4.9,F,4,Kelas,15,True,3,1,False
Wed,08:40,09:30,Pendidikan Teknologi Informasi,CIE61205,B,Pemrograman Web,practicum,G1.2,G,1,Lab,75,True,3,1,False
Wed,08:40,09:30,Teknologi Informasi,CIT61026,C,Internet of Things,practicum,G1.5,G,1,Lab,90,True,4,1,False
Wed,09:30,10:20,Sistem Informasi,CIS61103,D,Manajemen Bisnis,lecture,F2.1,F,2,Kelas,108,True,2,1,False
Wed,09:30,10:20,Sistem Informasi,CIS61119,A,Manajemen Risiko dan Kontrol Sistem Informasi,lecture,F3.14,F,3,Kelas,6,True,2,0,False
Wed,09:30,10:20,Pendidikan Teknologi Informasi,CSD60708,B,Penambangan Data,lecture,F3.16,F,3,Kelas,102,True,3,1,False
Wed,09:30,10:20,Teknologi Informasi,COM60051,A,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F3.5b,F,3,Kelas,103,True,3,1,False
Wed,09:30,10:20,Sistem Informasi,CSD60702,A,Sistem Pendukung Keputusan,lecture,F3.7a,F,3,Kelas,29,True,3,0,False
Wed,09:30,10:20,Pendidikan Teknologi Informasi,CIE61102,D,Filsafat Pendidikan dan Sains,lecture,F4.10,F,4,Kelas,59,True,4,1,False
Wed,09:30,10:20,Pendidikan Teknologi Informasi,COM60014,D,Pemrograman Dasar,lecture,F4.12,F,4,Kelas,82,True,5,1,False
Wed,09:30,10:20,Teknologi Informasi,CIT61024,C,Teknologi Keamanan Siber,lecture,F4.13,F,4,Kelas,75,True,3,1,False
Wed,09:30,10:20,Pendidikan Teknologi Informasi,CSD60712,B,Probabilitas dan Statistika,lecture,F4.2,F,4,Kelas,77,True,3,1,False
Wed,09:30,10:20,Sistem Informasi,COM60051,C,Metodologi Penelitian dan Penulisan Ilmiah,lecture,F4.4,F,4,Kelas,100,True,3,1,False
Wed,09:30,10:20,Pendidikan Teknologi Informasi,CIE61206,C,Jaringan Komputer,practicum,G1.3,G,1,Lab,17,True,3,1,False
Wed,09:30,10:20,Teknologi Informasi,CSD60710,A,Sistem Informasi Geografis,practicum,G1.7,G,1,Lab,11,True,3,0,False
Wed,09:30,10:20,Sistem Informasi,CSD60705,C,Pemrograman SQL,practicum,G1.8,G,1,Lab,22,True,3,1,False
Wed,09:30,10:20,Pendidikan Teknologi Informasi,COM60014,C,Pemrograman Dasar,practicum,G1.9,G,1,Lab,67,True,5,1,False
Wed,10:20,11:10,Pendidikan Teknologi Informasi,CSD60714,A,Jaminan Kualitas Perangkat Lunak,lecture,F11.4,F,11,Kelas,1,True,3,0,False
Wed,10:20,11:10,Pendidikan Teknologi Informasi,COM60015,C,Matematika Diskret,lecture,F2.2,F,2,Kelas,100,True,2,1,False
Wed,10:20,11:10,Sistem Informasi,CIS61102,A,Infrastruktur Teknologi Informasi,lecture,F3.11,F,3,Kelas,17,True,2,1,False
Wed,10:20,11:10,Teknologi Informasi,COM60011,D,Arsitektur dan Organisasi Komputer,lecture,F3.17,F,3,Kelas,103,True,2,1,False
Wed,10:20,11:10,Pendidikan Teknologi Informasi,CIE61102,A,Filsafat Pendidikan dan Sains,lecture,F3.7a,F,3,Kelas,59,True,4,1,False
Wed,10:20,11:10,Pendidikan Teknologi Informasi,CSD60708,A,Penambangan Data,lecture,F4.10,F,4,Kelas,102,True,3,1,False
Wed,10:20,11:10,Sistem Informasi,CSD60702,A,Sistem Pendukung Keputusan,lecture,F4.13,F,4,Kelas,29,True,3,0,False
Wed,10:20,11:10,Teknologi Informasi,CSD60705,A,Pemrograman SQL,lecture,F4.14,F,4,Kelas,60,True,3,1,False
Wed,10:20,11:10,Sistem Informasi,CSD60712,D,Probabilitas dan Statistika,lecture,F4.4,F,4,Kelas,87,True,3,1,False
Wed,10:20,11:10,Teknologi Informasi,COM60014,A,Pemrograman Dasar,practicum,G1.5,G,1,Lab,82,True,5,1,False
Wed,10:20,11:10,Sistem Informasi,CIS61123,A,Enterprise Architecture II,practicum,G1.7,G,1,Lab,76,True,3,0,False
Wed,10:20,11:10,Sistem Informasi,CSD60705,D,Pemrograman SQL,practicum,G1.8,G,1,Lab,91,True,3,1,False
Wed,11:10,12:00,Sistem Informasi,CSD60705,C,Pemrograman SQL,lecture,F2.1,F,2,Kelas,22,True,3,1,False
Wed,11:10,12:00,Sistem Informasi,CIS61103,D,Manajemen Bisnis,lecture,F2.8,F,2,Kelas,108,True,2,1,False
Wed,11:10,12:00,Teknologi Informasi,CIT61021,A,Data Warehouse,lecture,F2.9,F,2,Kelas,16,True,3,0,False
Wed,11:10,12:00,Sistem Informasi,CIS61123,A,Enterprise Architecture II,lecture,F3.11,F,3,Kelas,76,True,3,0,False
Wed,11:10,12:00,Pendidikan Teknologi Informasi,CIE61402,A,Paradigma Berpikir Komputasi,lecture,F3.13,F,3,Kelas,47,True,3,0,False
Wed,11:10,12:00,Teknologi Informasi,CIT61006,D,Pengembangan Aplikasi Web,lecture,F3.2,F,3,Kelas,75,True,4,1,False
