iterasi,fitness,penalty,heavy_total,soft_total,feasible,execution_time_s
1,0.00000262,380960,376,496,False,3.62
2,0.00000262,380960,376,496,False,7.55
3,0.00000262,380960,376,496,False,11.32
4,0.00000262,380960,376,496,False,14.72
5,0.00000262,380960,376,496,False,18.11
6,0.00000262,380960,376,496,False,21.56
7,0.00000262,380960,376,496,False,25.03
8,0.00000262,380960,376,496,False,28.69
9,0.00000262,380960,376,496,False,32.31
10,0.00000264,378510,374,451,False,35.89
11,0.00000264,378510,374,451,False,39.6
12,0.00000264,378510,374,451,False,43.2
13,0.00000264,378510,374,451,False,46.72
14,0.00000264,378510,374,451,False,50.42
15,0.00000264,378510,374,451,False,54.08
16,0.00000264,378510,374,451,False,57.62
17,0.00000264,378510,374,451,False,61.16
18,0.00000264,378510,374,451,False,64.7
19,0.00000264,378510,374,451,False,68.25
20,0.00000264,378510,374,451,False,71.79
21,0.00000264,378510,374,451,False,75.33
22,0.00000264,378510,374,451,False,78.88
23,0.00000264,378510,374,451,False,82.49
24,0.00000264,378510,374,451,False,85.99
25,0.00000267,374760,370,476,False,89.54
26,0.00000267,374760,370,476,False,93.04
27,0.00000267,374760,370,476,False,96.51
28,0.00000267,374760,370,476,False,100.09
29,0.00000267,374760,370,476,False,103.85
30,0.00000267,374760,370,476,False,107.4
31,0.00000267,374760,370,476,False,111.05
32,0.00000267,374760,370,476,False,114.63
33,0.00000267,374760,370,476,False,118.18
34,0.00000267,374760,370,476,False,121.7
35,0.00000267,374760,370,476,False,125.23
36,0.00000268,372810,368,481,False,128.74
37,0.00000268,372810,368,481,False,132.27
38,0.00000268,372810,368,481,False,135.77
39,0.00000268,372810,368,481,False,139.32
40,0.00000268,372810,368,481,False,142.9
41,0.00000268,372810,368,481,False,146.38
42,0.00000268,372810,368,481,False,149.96
43,0.00000268,372810,368,481,False,153.63
44,0.00000268,372810,368,481,False,157.22
45,0.00000268,372810,368,481,False,160.79
46,0.00000268,372810,368,481,False,164.36
47,0.00000268,372810,368,481,False,167.89
48,0.00000268,372810,368,481,False,171.42
49,0.00000268,372810,368,481,False,174.97
50,0.00000268,372810,368,481,False,178.44
51,0.00000268,372810,368,481,False,181.92
52,0.00000268,372810,368,481,False,185.42
53,0.00000268,372810,368,481,False,188.89
54,0.00000268,372810,368,481,False,192.38
55,0.00000268,372810,368,481,False,195.88
56,0.00000268,372810,368,481,False,199.4
57,0.00000268,372810,368,481,False,202.91
58,0.00000268,372810,368,481,False,206.45
59,0.00000273,366060,361,506,False,209.95
60,0.00000273,366060,361,506,False,213.52
61,0.00000273,366060,361,506,False,217.1
62,0.00000273,366060,361,506,False,220.62
63,0.00000273,366060,361,506,False,224.15
64,0.00000273,366060,361,506,False,227.63
65,0.00000273,366060,361,506,False,231.14
