Kode MK,Nama MK,Prodi MK,Prioritas,Berminat,Nama Dosen,Kode MK_y,SKS,Praktikum,Kewajiban
CIE61404,Manajemen Proyek Teknologi Informasi,Pendidikan Teknologi Informasi,2,Pengampu,62,CIE61404,3,0,0
CIE61404,Manajemen Proyek Teknologi Informasi,Pendidikan Teknologi Informasi,2,Pengampu,105,CIE61404,3,0,0
CIE61115,Manajemen Sistem Pendidikan,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",39,CIE61115,3,0,0
COM60015,Matematika Diskret,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",103,COM60015,2,0,1
COM60015,Matematika Diskret,Pendidikan Teknologi Informasi,1,Pengampu,100,COM60015,2,0,1
COM60051,Metodologi Penelitian dan Penulisan Ilmiah,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",100,COM60051,3,0,1
COM60051,Metodologi Penelitian dan Penulisan Ilmiah,Pendidikan Teknologi Informasi,1,Pengampu,100,COM60051,3,0,1
COM60051,Metodologi Penelitian dan Penulisan Ilmiah,Pendidikan Teknologi Informasi,2,Pengampu,103,COM60051,3,0,1
CIE61119,Multimodal Storytelling,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIE61119,3,0,0
CIE61119,Multimodal Storytelling,Pendidikan Teknologi Informasi,1,Pengampu,47,CIE61119,3,0,0
CIE61402,Paradigma Berpikir Komputasi,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIE61402,3,0,0
CIE61403,Paradigma Berpikir Sistem dan Desain,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIE61403,3,0,0
CIE62204,Paradigma Sistem,Pendidikan Teknologi Informasi,1,Pengampu,6,CIE62204,2,0,1
CIE62105,Pembelajaran Berdiferensiasi,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",105,CIE62105,2,0,1
CIE62105,Pembelajaran Berdiferensiasi,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",103,CIE62105,2,0,1
CIE62105,Pembelajaran Berdiferensiasi,Pendidikan Teknologi Informasi,1,Pengampu,103,CIE62105,2,0,1
CIE62305,Pembelajaran Emosional Sosial,Pendidikan Teknologi Informasi,1,Pengampu,97,CIE62305,3,0,0
CIE62305,Pembelajaran Emosional Sosial,Pendidikan Teknologi Informasi,1,Pengampu,97,CIE62305,3,0,0
CIE62306,Pembelajaran Inklusif,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIE62306,3,0,0
CIE62306,Pembelajaran Inklusif,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIE62306,3,0,0
CIE62306,Pembelajaran Inklusif,Pendidikan Teknologi Informasi,1,Pengampu,47,CIE62306,3,0,0
CIE62306,Pembelajaran Inklusif,Pendidikan Teknologi Informasi,2,Pengampu,59,CIE62306,3,0,0
CIE62306,Pembelajaran Inklusif,Pendidikan Teknologi Informasi,2,Pengampu,103,CIE62306,3,0,0
CIE61109,Pembelajaran Mikro,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",39,CIE61109,3,1,1
CIE61109,Pembelajaran Mikro,Pendidikan Teknologi Informasi,1,Pengampu,100,CIE61109,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",98,CIE62203,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",4,CIE62203,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",16,CIE62203,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",20,CIE62203,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",52,CIE62203,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,Pengampu,67,CIE62203,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,Pengampu,70,CIE62203,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,Pengampu,75,CIE62203,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,Pengampu,76,CIE62203,3,1,1
CIE62203,Pemrograman Berbasis Objek,Pendidikan Teknologi Informasi,1,Pengampu,91,CIE62203,3,1,1
COM60014,Pemrograman Dasar,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,COM60014,5,1,1
COM60014,Pemrograman Dasar,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",4,COM60014,5,1,1
COM60014,Pemrograman Dasar,Pendidikan Teknologi Informasi,1,Pengampu,67,COM60014,5,1,1
COM60014,Pemrograman Dasar,Pendidikan Teknologi Informasi,1,Pengampu,75,COM60014,5,1,1
COM60014,Pemrograman Dasar,Pendidikan Teknologi Informasi,1,Pengampu,76,COM60014,5,1,1
COM60014,Pemrograman Dasar,Pendidikan Teknologi Informasi,1,Pengampu,82,COM60014,5,1,1
COM60014,Pemrograman Dasar,Pendidikan Teknologi Informasi,1,Pengampu,91,COM60014,5,1,1
COM60014,Pemrograman Dasar,Pendidikan Teknologi Informasi,2,Pengampu,103,COM60014,5,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",103,CIE61205,3,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",4,CIE61205,3,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",47,CIE61205,3,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,Pengampu,75,CIE61205,3,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,Pengampu,82,CIE61205,3,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,Pengampu,105,CIE61205,3,1,1
CSD60708,Penambangan Data,Pendidikan Teknologi Informasi,1,Pengampu,102,CSD60708,3,0,1
CIE61114,Pendidikan Orang Dewasa dan Berkelanjutan,Pendidikan Teknologi Informasi,1,Pengampu,39,CIE61114,3,0,0
CIE61114,Pendidikan Orang Dewasa dan Berkelanjutan,Pendidikan Teknologi Informasi,1,Pengampu,39,CIE61114,3,0,0
CIE61114,Pendidikan Orang Dewasa dan Berkelanjutan,Pendidikan Teknologi Informasi,2,Pengampu,59,CIE61114,3,0,0
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",4,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,Pengampu,83,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,Pengampu,90,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,Pengampu,108,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,2,Pengampu,103,COM60016,2,0,1
CIE61215,Pengembangan Aplikasi Peranti Bergerak,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",47,CIE61215,3,0,0
CIE62104,Pengembangan Kurikulum,Pendidikan Teknologi Informasi,1,Pengampu,105,CIE62104,3,0,1
