Kode MK,Nama MK,Prodi MK,Prioritas,Berminat,Nama Dosen,Kode MK_y,SKS,Praktikum,Kewajiban
CIT62010,Sistem Operasi,Teknologi Informasi,2,Pengampu,58,CIT62010,3,0,0
CIT62010,Sistem Operasi,Teknologi Informasi,2,Pengampu,65,CIT62010,3,0,0
CIT62010,Sistem Operasi,Teknologi Informasi,2,Pengampu,103,CIT62010,3,0,0
CSD60703,Tata Kelola Teknologi Informasi,Teknologi Informasi,1,"Pengelola, Pengampu",6,CSD60703,3,0,1
CSD60703,Tata Kelola Teknologi Informasi,Teknologi Informasi,1,Pengampu,15,CSD60703,3,0,1
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",14,CIT60047,2,0,0
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",94,CIT60047,2,0,0
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,1,Pengampu,17,CIT60047,2,0,0
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,1,Pengampu,17,CIT60047,2,0,0
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,2,Pengampu,46,CIT60047,2,0,0
CIT60049,Teknologi Basis Data Non Relational,Teknologi Informasi,1,"Pengelola, Pengampu",102,CIT60049,3,0,0
CIT60049,Teknologi Basis Data Non Relational,Teknologi Informasi,1,Pengampu,16,CIT60049,3,0,0
CIT60049,Teknologi Basis Data Non Relational,Teknologi Informasi,1,Pengampu,16,CIT60049,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,16,CIT60036,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,20,CIT60036,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,35,CIT60036,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,46,CIT60036,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,75,CIT60036,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,104,CIT60036,3,0,0
CIT60042,Teknologi Blockchain dan Platform Keuangan Digital,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",14,CIT60042,2,0,0
CIT60042,Teknologi Blockchain dan Platform Keuangan Digital,Teknologi Informasi,1,"Pengelola, Pengampu",47,CIT60042,2,0,0
CIT60042,Teknologi Blockchain dan Platform Keuangan Digital,Teknologi Informasi,1,Pengampu,46,CIT60042,2,0,0
CIT62017,Teknologi Integrasi Sistem,Teknologi Informasi,1,"Pengelola, Pengampu",16,CIT62017,4,1,1
CIT62017,Teknologi Integrasi Sistem,Teknologi Informasi,1,Pengampu,20,CIT62017,4,1,1
CIT62017,Teknologi Integrasi Sistem,Teknologi Informasi,1,Pengampu,20,CIT62017,4,1,1
CIT62017,Teknologi Integrasi Sistem,Teknologi Informasi,2,"Pengelola, Pengampu",22,CIT62017,4,1,1
CIT61024,Teknologi Keamanan Siber,Teknologi Informasi,1,Pengampu,17,CIT61024,3,0,1
CIT61024,Teknologi Keamanan Siber,Teknologi Informasi,1,Pengampu,35,CIT61024,3,0,1
CIT61024,Teknologi Keamanan Siber,Teknologi Informasi,1,Pengampu,75,CIT61024,3,0,1
CIT61024,Teknologi Keamanan Siber,Teknologi Informasi,2,Pengampu,46,CIT61024,3,0,1
CIT60051,Teknologi Smart City,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIT60051,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,1,Pengampu,20,CIT60051,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,1,Pengampu,67,CIT60051,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,2,"Koordinator Pengelola, Pengelola, Pengampu",105,CIT60051,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,2,Pengampu,6,CIT60051,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,2,Pengampu,58,CIT60051,2,0,0
