Kode MK,Nama MK,Prodi MK,Prioritas,Berminat,Nama Dosen,Kode MK_y,SKS,Praktikum,Kewajiban
CSD60705,Pemrograman SQL,Sistem Informasi,1,Pengampu,98,CSD60705,3,1,1
CSD60705,Pemrograman SQL,Sistem Informasi,2,"Pengelola, Pengampu",16,CSD60705,3,1,1
CIS62106,Pemrograman Web,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",16,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,"Pengelola, Pengampu",4,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,"Pengelola, Pengampu",22,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,"Pengelola, Pengampu",47,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,1,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,31,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,37,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,75,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,82,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,98,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,105,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,2,Pengampu,70,CIS62106,4,0,1
CIS62106,Pemrograman Web,Sistem Informasi,2,Pengampu,103,CIS62106,4,0,1
CIS60103,Pemrograman Web Lanjut,Sistem Informasi,1,Pengampu,1,CIS60103,3,0,0
CIS60103,Pemrograman Web Lanjut,Sistem Informasi,1,Pengampu,16,CIS60103,3,0,0
CIS60103,Pemrograman Web Lanjut,Sistem Informasi,1,Pengampu,22,CIS60103,3,0,0
CIS60103,Pemrograman Web Lanjut,Sistem Informasi,1,Pengampu,31,CIS60103,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",92,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,"Pengelola, Pengampu",30,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,"Pengelola, Pengampu",52,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,"Pengelola, Pengampu",107,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,1,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,16,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,20,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,29,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,72,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,80,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,102,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,2,Pengampu,89,CSD60708,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,2,Pengampu,97,CSD60708,3,0,0
CIS61125,Pengantar GeoInformasi,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",87,CIS61125,3,1,0
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,"Pengelola, Pengampu",4,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,"Pengelola, Pengampu",108,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,Pengampu,83,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,Pengampu,90,COM60016,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,2,Pengampu,103,COM60016,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",16,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",52,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",72,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",73,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",94,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,20,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,37,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,63,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,63,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,80,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,87,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,92,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,97,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,102,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,2,Pengampu,11,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,2,Pengampu,21,CIS62105,2,0,1
CIS62105,Pengantar Sains Data,Sistem Informasi,2,Pengampu,89,CIS62105,2,0,1
CIS61104,Pengantar Sistem informasi,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIS61104,2,0,1
CIS61104,Pengantar Sistem informasi,Sistem Informasi,1,"Pengelola, Pengampu",108,CIS61104,2,0,1
CIS61104,Pengantar Sistem informasi,Sistem Informasi,1,Pengampu,67,CIS61104,2,0,1
CIS61104,Pengantar Sistem informasi,Sistem Informasi,1,Pengampu,102,CIS61104,2,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,"Pengelola, Pengampu",4,CIS61110,3,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,"Pengelola, Pengampu",47,CIS61110,3,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,Pengampu,31,CIS61110,3,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,Pengampu,60,CIS61110,3,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,Pengampu,75,CIS61110,3,0,1
CIS62114,Pengembangan Aplikasi Mobile Lanjut,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",16,CIS62114,3,0,0
